,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Performance,PKatt_Performance,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
10,Morgan Amalfitano,fr  FRA,MF,Rennes,32,1985,8.3,0,11,2,18.2,1.33,0.24,0.00,0.00,13.3,0,0,0,1.1,1.1,0.10,-1.1,-1.1
11,Romain Amalfitano,fr  FRA,MF,Dijon,27,1989,30.0,0,13,1,7.7,0.43,0.03,0.00,0.00,25.8,0,0,0,0.4,0.4,0.03,-0.4,-0.4
12,Jordan Amavi,fr  FRA,DF,Marseille,23,1994,24.4,0,20,5,25.0,0.82,0.21,0.00,0.00,26.0,0,0,0,0.5,0.5,0.02,-0.5,-0.5
13,Kelvin Amian,fr  FRA,DF,Toulouse,19,1998,35.0,1,16,6,37.5,0.46,0.17,0.06,0.17,19.2,0,0,0,0.9,0.9,0.06,+0.1,+0.1
14,Benjamin André,fr  FRA,MF,Rennes,26,1990,33.5,3,32,9,28.1,0.96,0.27,0.09,0.33,13.0,0,0,0,3.7,3.7,0.12,-0.7,-0.7
15,Yoann Andreu,fr  FRA,DF,Angers,28,1989,23.0,1,6,2,33.3,0.26,0.09,0.17,0.50,22.1,0,0,0,0.2,0.2,0.04,+0.8,+0.8
16,Houssem Aouar,fr  FRA,"MF,FW",Lyon,19,1998,27.0,6,52,18,34.6,1.93,0.67,0.12,0.33,16.5,0,0,0,5.6,5.6,0.11,+0.4,+0.4
17,Luiz Araújo,br  BRA,"FW,MF",Lille,21,1996,22.4,5,51,16,31.4,2.28,0.71,0.10,0.31,20.8,1,0,0,3.8,3.8,0.07,+1.2,+1.2
18,Alphonse Areola,fr  FRA,GK,Paris S-G,24,1993,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
19,Yoël Armougom,fr  FRA,"MF,DF",Caen,19,1998,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
20,Benoît Assou-Ekotto,cm  CMR,DF,Metz,33,1984,11.7,0,2,0,0.0,0.17,0.00,0.00,,31.2,0,0,0,0.0,0.0,0.01,0.0,0.0
21,Danilo Avelar,br  BRA,"DF,FW",Amiens,28,1989,19.2,1,8,1,12.5,0.42,0.05,0.13,1.00,17.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6
22,Durel Avounou,cg  CGO,"MF,DF",Caen,19,1997,7.2,0,7,1,14.3,0.97,0.14,0.00,0.00,24.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4
23,Chidozie Awaziem,ng  NGA,DF,Nantes,20,1997,16.8,1,14,2,14.3,0.83,0.12,0.07,0.50,15.2,1,0,0,0.8,0.8,0.06,+0.2,+0.2
24,Karim Azamoum,fr  FRA,MF,Troyes,27,1990,25.3,1,22,7,31.8,0.87,0.28,0.05,0.14,20.4,4,0,0,1.4,1.4,0.06,-0.4,-0.4
25,Ludovic Baal,gf  GUF,DF,Rennes,31,1986,12.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
26,Dylan Bahamboula,cg  CGO,"FW,MF",Dijon,22,1995,0.3,0,1,1,100.0,3.00,3.00,0.00,0.00,21.2,0,0,0,0.0,0.0,0.03,0.0,0.0
27,Farès Bahlouli,fr  FRA,"MF,FW",Lille,22,1995,3.4,1,4,2,50.0,1.17,0.59,0.25,0.50,19.6,0,0,0,0.3,0.3,0.09,+0.7,+0.7
28,Stéphane Bahoken,cm  CMR,FW,Strasbourg,25,1992,18.5,7,39,16,41.0,2.11,0.87,0.18,0.44,14.2,0,0,0,6.4,6.4,0.16,+0.6,+0.6
29,Keita Baldé,sn  SEN,"FW,MF",Monaco,22,1995,16.3,8,33,11,33.3,2.02,0.67,0.24,0.73,13.7,0,0,0,5.5,5.5,0.17,+2.5,+2.5
30,Iván Balliu,al  ALB,DF,Metz,25,1992,21.7,0,5,2,40.0,0.23,0.09,0.00,0.00,15.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
31,Fodé Ballo-Touré,sn  SEN,DF,Lille,20,1997,22.8,0,4,2,50.0,0.18,0.09,0.00,0.00,14.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
32,Florent Balmont,fr  FRA,MF,Dijon,37,1980,9.6,1,5,3,60.0,0.52,0.31,0.20,0.33,27.2,0,0,0,0.2,0.2,0.03,+0.8,+0.8
33,Mario Balotelli,it  ITA,FW,Nice,26,1990,25.2,18,105,46,43.8,4.16,1.82,0.11,0.26,20.7,21,6,7,15.6,10.2,0.10,+2.4,+1.8
34,Abdoulaye Bamba,ci  CIV,DF,Angers,27,1990,17.0,0,4,1,25.0,0.23,0.06,0.00,0.00,28.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
35,Jonathan Bamba,fr  FRA,"FW,MF",Saint-Étienne,21,1996,28.6,7,68,22,32.4,2.38,0.77,0.04,0.14,21.0,5,4,4,9.1,6.0,0.09,-2.1,-3.0
36,Yacine Bammou,ma  MAR,"MF,FW",Nantes,25,1991,8.1,3,23,7,30.4,2.85,0.87,0.13,0.43,20.3,0,0,0,1.1,1.1,0.05,+1.9,+1.9
37,Sekou Baradji,fr  FRA,MF,Amiens,33,1984,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
38,Nicolas Basin,fr  FRA,DF,Metz,19,1998,3.5,1,2,1,50.0,0.57,0.29,0.50,1.00,23.6,0,0,0,0.2,0.2,0.12,+0.8,+0.8
39,Gil Bastião Dias,pt  POR,FW,Monaco,20,1996,0.1,0,1,0,0.0,11.25,0.00,0.00,,23.3,0,0,0,0.0,0.0,0.02,0.0,0.0
40,Paul Baysse,fr  FRA,DF,Bordeaux,29,1988,6.3,0,6,1,16.7,0.95,0.16,0.00,0.00,7.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6
41,Hervé Bazile,ht  HAI,"FW,MF",Caen,27,1990,9.8,0,17,5,29.4,1.74,0.51,0.00,0.00,20.0,2,0,0,2.0,2.0,0.12,-2.0,-2.0
42,Henri Bedimo,cm  CMR,"DF,MF",Marseille,33,1984,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
43,François Bellugou,fr  FRA,MF,Troyes,30,1987,24.2,0,1,0,0.0,0.04,0.00,0.00,,5.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
44,Chaouki Ben Saada,tn  TUN,"FW,MF",Troyes,33,1984,3.8,0,9,2,22.2,2.38,0.53,0.00,0.00,23.5,1,0,0,0.3,0.3,0.03,-0.3,-0.3
45,Diego Benaglio,ch  SUI,GK,Monaco,33,1983,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
46,Nicolas Benezet,fr  FRA,"FW,MF",Guingamp,26,1991,18.3,3,32,11,34.4,1.75,0.60,0.09,0.27,17.8,5,0,0,2.1,2.1,0.07,+0.9,+0.9
47,Walter Benítez,ar  ARG,GK,Nice,24,1993,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
48,Ramy Bensebaini,dz  ALG,DF,Rennes,22,1995,26.0,0,18,4,22.2,0.69,0.15,0.00,0.00,18.9,0,0,0,0.8,0.8,0.05,-0.8,-0.8
49,Yassine Benzia,dz  ALG,"MF,FW",Lille,22,1994,25.4,1,30,8,26.7,1.18,0.31,0.03,0.13,20.4,1,0,0,1.9,1.9,0.06,-0.9,-0.9
50,Yuri Berchiche,es  ESP,DF,Paris S-G,27,1990,19.1,2,11,3,27.3,0.58,0.16,0.18,0.67,22.2,0,0,0,0.6,0.6,0.06,+1.4,+1.4
51,Robert Berić,si  SVN,FW,Saint-Étienne,26,1991,11.6,7,21,12,57.1,1.82,1.04,0.29,0.50,13.9,0,1,2,5.1,3.6,0.17,+1.9,+2.4
52,Kévin Bérigaud,fr  FRA,"MF,FW",Montpellier,29,1988,3.0,0,4,0,0.0,1.33,0.00,0.00,,11.6,0,0,0,0.7,0.7,0.17,-0.7,-0.7
53,Vincent Bessat,fr  FRA,"DF,MF",Caen,31,1985,17.4,0,17,6,35.3,0.97,0.34,0.00,0.00,25.3,0,0,0,0.5,0.5,0.03,-0.5,-0.5
54,Quentin Beunardeau,fr  FRA,GK,Metz,23,1994,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
55,Milan Biševac,rs  SRB,DF,Metz,33,1983,7.9,0,6,1,16.7,0.76,0.13,0.00,0.00,15.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
56,Yves Bissouma,ml  MLI,"MF,DF",Lille,20,1996,17.4,2,43,7,16.3,2.48,0.40,0.05,0.29,25.0,2,0,0,2.4,2.4,0.06,-0.4,-0.4
57,Ludovic Blas,fr  FRA,MF,Guingamp,19,1997,19.9,3,42,16,38.1,2.11,0.80,0.07,0.19,20.9,0,0,0,3.4,3.4,0.08,-0.4,-0.4
58,Jérémy Blayac,fr  FRA,"FW,MF",Strasbourg,34,1983,10.2,3,33,9,27.3,3.24,0.88,0.09,0.33,11.1,0,0,0,4.7,4.7,0.14,-1.7,-1.7
59,Alexis Blin,fr  FRA,MF,Toulouse,20,1996,21.0,1,14,4,28.6,0.67,0.19,0.07,0.25,15.4,0,0,0,1.0,1.0,0.07,0.0,0.0
60,Yann Bodiger,fr  FRA,"MF,FW",Toulouse,22,1995,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
61,Mathieu Bodmer,fr  FRA,"DF,MF",Amiens,34,1982,4.4,1,8,1,12.5,1.81,0.23,0.13,1.00,14.6,0,0,0,0.9,0.9,0.11,+0.1,+0.1
62,Quentin Boisgard,fr  FRA,"MF,FW",Toulouse,20,1997,2.0,0,1,1,100.0,0.50,0.50,0.00,0.00,31.8,1,0,0,0.0,0.0,0.02,0.0,0.0
63,Landry Bonnefoi,fr  FRA,GK,Strasbourg,33,1983,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
64,Gabriel Boschilia,br  BRA,"FW,MF",Monaco,21,1996,0.9,0,4,1,25.0,4.24,1.06,0.00,0.00,21.0,1,0,0,0.4,0.4,0.10,-0.4,-0.4
65,Jean-Christophe Bouet,fr  FRA,GK,Amiens,34,1983,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
66,Arnold Bouka Moutou,cg  CGO,DF,Dijon,28,1988,3.7,0,2,0,0.0,0.54,0.00,0.00,,37.6,0,0,0,0.0,0.0,0.02,0.0,0.0
67,Farid Boulaya,dz  ALG,"FW,MF",Metz,24,1993,2.0,0,3,0,0.0,1.51,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
68,Emmanuel Bourgaud,fr  FRA,"MF,FW",Amiens,29,1987,6.0,0,11,1,9.1,1.82,0.17,0.00,0.00,26.0,2,0,0,0.4,0.4,0.04,-0.4,-0.4
69,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,23,1994,34.5,10,66,25,37.9,1.91,0.73,0.11,0.28,22.6,17,3,3,7.6,5.3,0.08,+2.4,+1.7
70,Martin Braithwaite,dk  DEN,FW,Bordeaux,26,1991,10.2,4,23,11,47.8,2.26,1.08,0.17,0.36,13.8,1,0,0,3.5,3.5,0.15,+0.5,+0.5
71,Brandon,es  ESP,"MF,FW",Rennes,22,1995,4.0,1,6,4,66.7,1.51,1.01,0.17,0.25,14.9,0,0,0,0.4,0.4,0.06,+0.6,+0.6
72,Jimmy Briand,fr  FRA,FW,Guingamp,31,1985,35.7,11,75,23,30.7,2.10,0.65,0.11,0.35,14.4,0,3,4,11.2,8.2,0.11,-0.2,-0.2
73,Patrick Burner,fr  FRA,DF,Nice,21,1996,10.0,0,2,1,50.0,0.20,0.10,0.00,0.00,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
74,Ludovic Butelle,fr  FRA,GK,Angers,34,1983,18.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
75,Cafú,pt  POR,MF,Metz,24,1993,7.5,0,5,3,60.0,0.66,0.40,0.00,0.00,18.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
76,Jonathan Cafu,br  BRA,"FW,MF",Bordeaux,26,1991,7.0,2,14,6,42.9,1.99,0.85,0.14,0.33,16.6,1,0,0,1.6,1.6,0.12,+0.4,+0.4
77,Yannick Cahuzac,fr  FRA,MF,Toulouse,32,1985,16.9,0,3,2,66.7,0.18,0.12,0.00,0.00,13.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
78,Abdoul Camara,gn  GUI,"FW,MF",Guingamp,27,1990,10.8,2,19,6,31.6,1.75,0.55,0.11,0.33,19.6,1,0,0,1.3,1.3,0.07,+0.7,+0.7
79,Souleymane Camara,sn  SEN,FW,Montpellier,34,1982,10.4,2,18,6,33.3,1.73,0.58,0.11,0.33,12.4,0,0,1,3.2,2.4,0.13,-1.2,-0.4
80,Pierrick Capelle,fr  FRA,"MF,FW",Angers,30,1987,20.9,2,42,11,26.2,2.01,0.53,0.05,0.18,18.2,0,0,0,2.9,2.9,0.07,-0.9,-0.9
81,Yoan Cardinale,fr  FRA,GK,Nice,23,1994,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
82,Diego Carlos,br  BRA,DF,Nantes,24,1993,25.5,1,25,6,24.0,0.98,0.24,0.04,0.17,17.8,8,0,0,1.3,1.3,0.05,-0.3,-0.3
83,Guido Carrillo,ar  ARG,"FW,MF",Monaco,26,1991,4.7,4,14,6,42.9,2.96,1.27,0.29,0.67,9.7,0,0,0,1.9,1.9,0.14,+2.1,+2.1
84,Thomas Carrique,fr  FRA,DF,Bordeaux,18,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
85,Edinson Cavani,uy  URU,FW,Paris S-G,30,1987,28.7,28,104,49,47.1,3.63,1.71,0.24,0.51,13.9,5,3,5,23.2,19.7,0.19,+4.8,+5.3
86,Fouad Chafik,ma  MAR,DF,Dijon,30,1986,17.9,0,6,1,16.7,0.33,0.06,0.00,0.00,22.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
87,Kwon Chang-hoon,kr  KOR,"FW,MF",Dijon,23,1994,23.7,11,70,30,42.9,2.95,1.26,0.16,0.37,19.3,6,0,0,8.2,8.2,0.12,+2.8,+2.8
88,Charly Charrier,fr  FRA,MF,Amiens,31,1986,1.2,0,1,0,0.0,0.86,0.00,0.00,,9.8,0,0,0,0.3,0.3,0.28,-0.3,-0.3
89,Pape Cheikh Diop,sn  SEN,MF,Lyon,19,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
90,Saliou Ciss,sn  SEN,"DF,FW",Angers,27,1989,1.6,0,1,1,100.0,0.62,0.62,0.00,0.00,25.1,0,0,0,0.0,0.0,0.02,0.0,0.0
91,Issa Cissokho,sn  SEN,DF,Amiens,32,1985,18.1,0,4,1,25.0,0.22,0.06,0.00,0.00,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
92,Marcus Coco,fr  FRA,"FW,MF",Guingamp,21,1996,17.6,2,26,10,38.5,1.47,0.57,0.08,0.20,18.8,0,0,0,2.1,2.1,0.08,-0.1,-0.1
93,Renaud Cohade,fr  FRA,MF,Metz,32,1984,36.6,1,38,7,18.4,1.04,0.19,0.03,0.14,24.1,0,0,0,1.2,1.2,0.03,-0.2,-0.2
94,Racine Coly,sn  SEN,DF,Nice,21,1995,6.9,0,2,0,0.0,0.29,0.00,0.00,,16.8,0,0,0,0.0,0.0,0.02,0.0,0.0
95,Alois Confais,fr  FRA,MF,Troyes,20,1996,6.8,0,2,1,50.0,0.29,0.15,0.00,0.00,18.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
96,Daniel Congré,fr  FRA,DF,Montpellier,32,1985,29.3,1,12,2,16.7,0.41,0.07,0.08,0.50,9.6,0,0,0,0.9,0.9,0.08,+0.1,+0.1
97,Diego Contento,de  GER,"DF,FW",Bordeaux,27,1990,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
98,Jérémy Cordoval,GPE,DF,Troyes,27,1990,10.2,0,1,0,0.0,0.10,0.00,0.00,,25.5,0,0,0,0.0,0.0,0.01,0.0,0.0
99,Benjamin Corgnet,fr  FRA,"MF,FW",Strasbourg,30,1987,15.3,0,29,9,31.0,1.90,0.59,0.00,0.00,17.7,0,0,0,1.5,1.5,0.05,-1.5,-1.5
100,Maxwel Cornet,ci  CIV,"FW,MF",Lyon,20,1996,14.1,4,33,13,39.4,2.34,0.92,0.12,0.31,16.2,1,0,0,3.0,3.0,0.09,+1.0,+1.0
101,Quentin Cornette,fr  FRA,"FW,MF",Amiens,23,1994,5.0,1,7,5,71.4,1.41,1.01,0.14,0.20,17.0,0,0,0,0.7,0.7,0.11,+0.3,+0.3
102,Nuno da Costa,cv  CPV,"FW,MF",Strasbourg,26,1991,19.2,5,30,9,30.0,1.56,0.47,0.17,0.56,13.8,0,0,0,3.8,3.8,0.13,+1.2,+1.2
103,Benoît Costil,fr  FRA,GK,Bordeaux,30,1987,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
104,Kalifa Coulibaly,ml  MLI,FW,Nantes,25,1991,3.8,1,7,3,42.9,1.85,0.79,0.14,0.33,19.1,0,0,0,0.3,0.3,0.05,+0.7,+0.7
105,Lassana Coulibaly,ml  MLI,MF,Angers,21,1996,9.3,1,15,4,26.7,1.61,0.43,0.07,0.25,15.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3
106,Nicolas Cozza,fr  FRA,"DF,MF",Montpellier,18,1999,6.4,1,6,1,16.7,0.93,0.16,0.17,1.00,18.9,0,0,0,0.2,0.2,0.03,+0.8,+0.8
107,Wylan Cyprien,fr  FRA,MF,Nice,22,1995,10.5,2,21,5,23.8,1.99,0.47,0.10,0.40,24.4,3,0,0,1.3,1.3,0.06,+0.7,+0.7
108,Damien Da Silva,fr  FRA,DF,Caen,29,1988,31.5,4,24,12,50.0,0.76,0.38,0.17,0.33,8.2,0,0,0,2.7,2.7,0.11,+1.3,+1.3
109,Kouadio-Yves Dabila,ci  CIV,DF,Lille,20,1997,10.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
110,Bryan Dabo,bf  BFA,"MF,FW",Saint-Étienne,25,1992,14.3,2,19,4,21.1,1.33,0.28,0.05,0.25,17.9,0,1,2,3.0,1.5,0.08,-1.0,-0.5
111,Dante,br  BRA,DF,Nice,33,1983,32.4,1,28,5,17.9,0.86,0.15,0.04,0.20,9.9,2,0,0,3.2,3.2,0.11,-2.2,-2.2
112,Romain Danzé,fr  FRA,DF,Rennes,31,1986,7.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
113,Stéphane Darbion,fr  FRA,"FW,MF",Troyes,33,1984,18.9,3,19,7,36.8,1.00,0.37,0.16,0.43,13.5,0,0,0,2.6,2.6,0.15,+0.4,+0.4
114,Sergi Darder,es  ESP,MF,Lyon,23,1993,2.3,0,2,1,50.0,0.86,0.43,0.00,0.00,29.6,0,0,0,0.0,0.0,0.01,0.0,0.0
115,Lucas Deaux,fr  FRA,MF,Guingamp,28,1988,21.6,2,16,9,56.3,0.74,0.42,0.13,0.22,18.0,3,0,0,1.5,1.5,0.09,+0.5,+0.5
116,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,32,1985,14.6,4,23,7,30.4,1.58,0.48,0.17,0.57,11.4,0,0,0,3.2,3.2,0.14,+0.8,+0.8
117,Jonathan Delaplace,fr  FRA,MF,Caen,31,1986,6.5,0,9,1,11.1,1.39,0.15,0.00,0.00,23.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
118,Andy Delort,dz  ALG,FW,Toulouse,25,1991,25.9,5,73,20,27.4,2.81,0.77,0.05,0.20,18.2,5,1,2,10.0,8.4,0.12,-5.0,-4.4
119,Jessy Deminguet,fr  FRA,"MF,FW",Caen,19,1998,5.9,1,8,5,62.5,1.35,0.84,0.13,0.20,18.6,0,0,0,0.3,0.3,0.04,+0.7,+0.7
120,Memphis Depay,nl  NED,"FW,MF",Lyon,23,1994,28.4,19,110,45,40.9,3.87,1.59,0.15,0.38,20.7,21,2,2,14.1,12.8,0.12,+4.9,+4.2
121,Mathieu Deplagne,fr  FRA,DF,Troyes,25,1991,26.8,0,8,3,37.5,0.30,0.11,0.00,0.00,21.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4
122,Ángel Di María,ar  ARG,FW,Paris S-G,29,1988,23.4,11,98,39,39.8,4.18,1.67,0.11,0.28,18.7,8,0,0,11.8,11.8,0.12,-0.8,-0.8
123,Fallou Diagne,sn  SEN,"DF,MF",Metz,27,1989,24.9,1,15,7,46.7,0.60,0.28,0.07,0.14,19.2,1,0,0,0.6,0.6,0.04,+0.4,+0.4
124,Adama Diakhaby,fr  FRA,"FW,MF",Monaco,21,1996,9.5,2,14,4,28.6,1.48,0.42,0.14,0.50,16.3,0,0,0,2.0,2.0,0.14,0.0,0.0
125,Mouctar Diakhaby,fr  FRA,DF,Lyon,20,1996,8.1,1,2,1,50.0,0.25,0.12,0.50,1.00,6.1,0,0,0,0.3,0.3,0.13,+0.7,+0.7
126,Abdoulaye Diallo,sn  SEN,GK,Rennes,25,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
127,Habib Diallo,sn  SEN,FW,Metz,22,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
128,Mustapha Diallo,sn  SEN,MF,Guingamp,31,1986,15.4,5,38,17,44.7,2.47,1.11,0.13,0.29,13.1,0,0,0,3.7,3.7,0.10,+1.3,+1.3
129,Lassana Diarra,fr  FRA,MF,Paris S-G,32,1985,6.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
130,Bakaye Dibassy,ml  MLI,DF,Amiens,27,1989,30.9,1,16,2,12.5,0.52,0.06,0.06,0.50,12.3,0,0,0,1.4,1.4,0.09,-0.4,-0.4
131,Thomas Didillon,fr  FRA,GK,Metz,21,1995,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
132,Étienne Didot,fr  FRA,MF,Guingamp,34,1983,18.0,2,13,4,30.8,0.72,0.22,0.15,0.50,25.4,0,0,0,0.5,0.5,0.04,+1.5,+1.5
133,Tristan Dingomé,cm  CMR,MF,Troyes,26,1991,13.0,0,5,2,40.0,0.39,0.15,0.00,0.00,23.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
134,Ismaël Diomandé,ci  CIV,"DF,MF",Caen,24,1992,7.9,0,3,0,0.0,0.38,0.00,0.00,,35.1,0,0,0,0.0,0.0,0.02,0.0,0.0
135,Lois Diony,fr  FRA,FW,Saint-Étienne,24,1992,10.4,0,18,4,22.2,1.74,0.39,0.00,0.00,13.7,0,0,0,1.8,1.8,0.10,-1.8,-1.8
136,Issa Diop,fr  FRA,DF,Toulouse,20,1997,34.0,3,15,5,33.3,0.44,0.15,0.20,0.60,9.2,0,0,0,1.3,1.3,0.09,+1.7,+1.7
137,Assane Dioussé,sn  SEN,MF,Saint-Étienne,19,1997,14.9,1,11,3,27.3,0.74,0.20,0.09,0.33,21.8,0,0,0,0.8,0.8,0.07,+0.2,+0.2
138,Koffi Djidji,ci  CIV,DF,Nantes,24,1992,26.8,0,9,3,33.3,0.34,0.11,0.00,0.00,22.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4
139,Alexander Djiku,gh  GHA,DF,Caen,22,1994,28.0,0,19,3,15.8,0.68,0.11,0.00,0.00,11.5,0,0,0,1.4,1.4,0.08,-1.4,-1.4
140,Papy Djilobodji,sn  SEN,DF,Dijon,28,1988,30.0,0,18,4,22.2,0.60,0.13,0.00,0.00,11.2,1,0,0,0.9,0.9,0.05,-0.9,-0.9
141,Keagan Dolly,za  RSA,"FW,MF",Montpellier,24,1993,9.8,1,22,9,40.9,2.25,0.92,0.05,0.11,22.3,0,0,0,1.2,1.2,0.05,-0.2,-0.2
142,Jean-Luc Dompé,fr  FRA,MF,Amiens,21,1995,0.3,0,1,0,0.0,3.10,0.00,0.00,,18.0,0,0,0,0.0,0.0,0.02,0.0,0.0
143,Dória,br  BRA,DF,Marseille,22,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
144,Gabriel Dos Santos,br  BRA,FW,Troyes,19,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
145,Mathieu Dossevi,tg  TOG,"FW,MF",Metz,29,1988,27.9,1,33,10,30.3,1.18,0.36,0.03,0.10,20.7,2,0,0,2.1,2.1,0.06,-1.1,-1.1
146,Julian Draxler,de  GER,"MF,FW",Paris S-G,23,1993,18.9,4,23,10,43.5,1.22,0.53,0.17,0.40,13.2,0,0,0,3.2,3.2,0.14,+0.8,+0.8
147,Leo Dubois,fr  FRA,DF,Nantes,22,1994,33.6,3,44,11,25.0,1.31,0.33,0.07,0.27,22.0,5,0,0,2.2,2.2,0.05,+0.8,+0.8
148,Maxime Dupé,fr  FRA,GK,Nantes,24,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
