,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
34,2022-03-19,21:00,La Liga,Matchweek 29,Sat,Home,L,0,1,Atlético Madrid,1.8,1.3,54,10349.0,Óscar Trejo,4-2-3-1,José Luis Munuera,Match Report,
35,2022-04-03,18:30,La Liga,Matchweek 30,Sun,Away,D,2,2,Granada,0.9,2.3,37,15823.0,Mario Suárez,4-2-3-1,Alejandro Hernández,Match Report,
36,2022-04-11,21:00,La Liga,Matchweek 31,Mon,Home,D,1,1,Valencia,0.7,0.5,55,9302.0,Óscar Trejo,4-2-3-1,Ricardo de Burgos,Match Report,
37,2022-04-16,16:15,La Liga,Matchweek 32,Sat,Away,L,0,1,Alavés,1.5,0.8,62,10165.0,Santi Comesaña,4-2-3-1,Juan Martínez,Match Report,
38,2022-04-21,19:00,La Liga,Matchweek 33,Thu,Away,W,1,0,Espanyol,0.7,0.5,43,11873.0,Óscar Trejo,4-2-3-1,Antonio Matéu Lahoz,Match Report,
39,2022-04-24,21:00,La Liga,Matchweek 21,Sun,Away,W,1,0,Barcelona,0.4,1.7,30,57023.0,Santi Comesaña,4-2-3-1,Isidro Díaz de Mera,Match Report,
40,2022-05-01,18:30,La Liga,Matchweek 34,Sun,Home,D,1,1,Real Sociedad,1.4,0.7,45,9395.0,Santi Comesaña,4-2-3-1,Alejandro Muñíz,Match Report,
41,2022-05-08,14:00,La Liga,Matchweek 35,Sun,Away,D,0,0,Getafe,0.9,0.7,55,10125.0,Óscar Trejo,4-2-3-1,Mario Melero,Match Report,
42,2022-05-12,20:00,La Liga,Matchweek 36,Thu,Home,L,1,5,Villarreal,2.0,2.4,56,7945.0,Santi Comesaña,4-2-3-1,Isidro Díaz de Mera,Match Report,
43,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Away,L,1,2,Mallorca,1.3,0.8,55,17930.0,Catena,4-2-3-1,José Luis Munuera,Match Report,
44,2022-05-20,21:00,La Liga,Matchweek 38,Fri,Home,L,2,4,Levante,2.7,2.7,56,8446.0,Mario Suárez,4-2-3-1,Mario Melero,Match Report,
