,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
22,2023-02-05,,La Liga,Matchweek 20,Sun,Away,,,,Betis,,,,,,,,Head-to-Head,
23,2023-02-12,,La Liga,Matchweek 21,Sun,Home,,,,Atlético Madrid,,,,,,,,Head-to-Head,
24,2023-02-19,,La Liga,Matchweek 22,Sun,Away,,,,Real Sociedad,,,,,,,,Head-to-Head,
25,2023-02-26,,La Liga,Matchweek 23,Sun,Home,,,,Valladolid,,,,,,,,Head-to-Head,
26,2023-03-05,,La Liga,Matchweek 24,Sun,Away,,,,Osasuna,,,,,,,,Head-to-Head,
27,2023-03-12,,La Liga,Matchweek 25,Sun,Home,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
28,2023-03-19,,La Liga,Matchweek 26,Sun,Away,,,,Espanyol,,,,,,,,Head-to-Head,
29,2023-04-02,,La Liga,Matchweek 27,Sun,Home,,,,Almería,,,,,,,,Head-to-Head,
30,2023-04-09,,La Liga,Matchweek 28,Sun,Away,,,,Sevilla,,,,,,,,Head-to-Head,
31,2023-04-16,,La Liga,Matchweek 29,Sun,Home,,,,Mallorca,,,,,,,,Head-to-Head,
32,2023-04-23,,La Liga,Matchweek 30,Sun,Away,,,,Real Madrid,,,,,,,,Head-to-Head,
33,2023-04-26,,La Liga,Matchweek 31,Wed,Home,,,,Elche,,,,,,,,Head-to-Head,
34,2023-04-30,,La Liga,Matchweek 32,Sun,Away,,,,Villarreal,,,,,,,,Head-to-Head,
35,2023-05-03,,La Liga,Matchweek 33,Wed,Away,,,,Getafe,,,,,,,,Head-to-Head,
36,2023-05-14,,La Liga,Matchweek 34,Sun,Home,,,,Valencia,,,,,,,,Head-to-Head,
37,2023-05-21,,La Liga,Matchweek 35,Sun,Away,,,,Athletic Club,,,,,,,,Head-to-Head,
38,2023-05-24,,La Liga,Matchweek 36,Wed,Home,,,,Girona,,,,,,,,Head-to-Head,
39,2023-05-28,,La Liga,Matchweek 37,Sun,Away,,,,Cádiz,,,,,,,,Head-to-Head,
40,2023-06-04,,La Liga,Matchweek 38,Sun,Home,,,,Barcelona,,,,,,,,Head-to-Head,
