,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance
464,Denis Suárez,es  ESP,MF,Barcelona,22,1994,13.3,1,0,0,16,21,1,22,10,14,1,0,0
465,Leonardo Suárez,ar  ARG,"FW,MF",Villarreal,20,1996,0.2,0,0,0,0,1,0,0,0,0,0,0,0
466,Luis Suárez,uy  URU,FW,Barcelona,29,1987,31.7,8,0,0,33,44,55,20,13,14,2,0,0
467,Mario Suárez,es  ESP,MF,Valencia,29,1987,16.6,3,0,0,25,16,1,2,30,26,0,1,0
468,Markel Susaeta,es  ESP,MF,Athletic Club,28,1987,12.9,4,0,0,18,35,2,90,19,29,0,0,0
469,Franck Tabanou,fr  FRA,DF,Granada,27,1989,4.0,3,0,0,8,7,0,15,4,8,0,0,0
470,Tana,es  ESP,"MF,FW",Las Palmas,25,1990,24.6,4,0,0,17,38,3,62,17,20,1,0,0
471,Álvaro Tejero,es  ESP,DF,Real Madrid,20,1996,0.0,0,0,0,0,1,0,0,0,0,0,0,0
472,Marc-André ter Stegen,de  GER,GK,Barcelona,24,1992,36.0,1,0,0,0,4,0,0,2,0,0,0,0
473,Fausto Tienza,es  ESP,MF,Osasuna,26,1990,13.5,8,0,0,43,14,1,2,34,39,0,0,0
474,David Timor,es  ESP,MF,Leganés,26,1989,20.8,7,0,0,32,14,0,42,42,20,0,1,0
475,Gaizka Toquero,es  ESP,"MF,FW",Alavés,31,1984,13.6,4,0,0,18,22,10,72,11,21,0,0,0
476,Jon Toral,es  ESP,MF,Granada,21,1995,2.9,2,0,0,4,2,0,1,4,5,0,0,0
477,Daniel Torres,co  COL,MF,Alavés,26,1989,16.0,7,0,0,32,19,0,4,38,28,0,1,0
478,Fernando Torres,es  ESP,FW,Atlético Madrid,32,1984,15.9,2,0,0,29,27,19,9,3,7,2,0,0
479,Miguel Torres,es  ESP,DF,Málaga,30,1986,17.4,4,0,0,14,5,2,11,32,18,0,0,0
480,Roberto Torres,es  ESP,MF,Osasuna,27,1989,25.7,7,0,0,34,42,2,160,38,32,0,0,0
481,Xavi Torres,es  ESP,MF,Sporting Gijón,29,1986,9.7,6,0,0,22,11,1,0,15,11,0,0,0
482,Alin Toșca,ro  ROU,DF,Betis,24,1992,16.7,2,0,0,29,12,0,6,38,30,0,0,0
483,Lacina Traoré,ci  CIV,FW,Sporting Gijón,26,1990,5.2,2,0,0,16,4,10,3,3,3,0,0,0
484,Manu Trigueros,es  ESP,MF,Villarreal,24,1991,33.6,4,0,0,40,47,0,67,29,58,0,0,0
485,Arda Turan,tr  TUR,"FW,MF",Barcelona,29,1987,13.8,1,0,0,30,22,3,28,13,23,0,0,0
486,Tyronne,es  ESP,"FW,MF",Las Palmas,25,1991,0.5,1,0,0,3,1,0,1,1,0,0,0,0
487,Przemysław Tytoń,pl  POL,GK,La Coruña,29,1987,12.5,1,0,0,0,3,0,0,4,1,0,0,0
488,Samuel Umtiti,fr  FRA,DF,Barcelona,22,1993,23.7,4,0,0,23,22,0,0,50,24,0,0,1
489,Borja Valle,es  ESP,MF,La Coruña,24,1992,2.3,0,0,0,6,6,0,5,2,3,0,0,0
490,Raphaël Varane,fr  FRA,DF,Real Madrid,23,1993,21.4,1,0,0,12,5,1,4,38,21,0,0,0
491,Javi Varas,es  ESP,GK,Las Palmas,33,1982,25.0,0,0,0,0,6,0,0,6,3,0,0,0
492,Álvaro Vázquez,es  ESP,"MF,FW",Espanyol,25,1991,3.8,0,0,0,2,3,1,8,10,2,0,0,0
493,Franco Vázquez,ar  ARG,MF,Sevilla,27,1989,23.0,8,0,0,59,74,12,53,11,43,0,0,0
494,Lucas Vázquez,es  ESP,"FW,MF",Real Madrid,25,1991,15.7,4,0,0,28,48,6,80,10,30,1,0,0
495,Carlos Vela,mx  MEX,"FW,MF",Real Sociedad,27,1989,28.2,6,0,0,47,90,10,178,12,22,2,0,0
496,Aleix Vidal,es  ESP,DF,Barcelona,26,1989,5.3,0,0,0,7,5,3,6,9,4,0,0,0
497,Jonathan Viera,es  ESP,MF,Las Palmas,26,1989,28.6,4,0,0,27,81,10,63,12,31,0,0,0
498,Luciano Vietto,ar  ARG,FW,Sevilla,22,1993,14.5,3,0,0,19,22,9,10,2,9,1,0,0
499,Carlos Vigaray,es  ESP,DF,Alavés,21,1994,10.6,1,0,0,16,6,0,14,24,11,1,1,0
500,Asier Villalibre,es  ESP,FW,Athletic Club,18,1997,0.9,0,0,0,1,0,0,0,1,0,0,0,0
501,Mikel Villanueva,ve  VEN,DF,Málaga,23,1993,14.0,4,0,0,14,3,2,0,43,11,0,0,0
502,Iván Villar,es  ESP,GK,Celta Vigo,19,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0
503,Vitolo,es  ESP,"MF,FW",Sevilla,26,1989,25.9,6,2,1,43,80,21,29,20,37,2,0,0
504,Šime Vrsaljko,hr  CRO,DF,Atlético Madrid,24,1992,10.6,2,0,0,22,10,4,30,30,22,0,0,0
505,Nikola Vujadinović,me  MNE,DF,Osasuna,30,1986,8.7,0,0,0,5,4,1,0,21,5,0,0,0
506,Wakaso,gh  GHA,"MF,FW",Granada,26,1990,9.6,7,2,1,32,19,0,28,14,24,0,0,0
507,Daniel Wass,dk  DEN,MF,Celta Vigo,27,1989,26.3,3,0,0,21,42,6,119,26,29,0,0,2
508,Iñaki Williams,es  ESP,"MF,FW",Athletic Club,22,1994,30.4,4,0,0,30,55,18,113,16,31,1,0,0
509,Yoel,es  ESP,GK,Eibar,27,1988,23.6,1,1,0,0,1,0,0,3,1,0,1,0
510,Joseba Zaldúa,es  ESP,DF,Real Sociedad,24,1992,12.2,2,2,1,23,19,1,52,22,23,0,0,0
511,Simone Zaza,it  ITA,FW,Valencia,25,1991,15.3,7,0,0,57,13,19,5,4,19,0,0,0
512,Roman Zozulya,ua  UKR,FW,Betis,26,1989,1.8,1,0,0,7,1,6,1,0,1,0,0,0
513,Igor Zubeldia,es  ESP,MF,Real Sociedad,19,1997,2.8,1,0,0,2,1,0,0,2,5,0,0,0
514,David Zurutuza,es  ESP,MF,Real Sociedad,30,1986,27.6,8,2,1,66,50,3,12,82,53,0,0,0
