,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance
86,Nacho Cases,es  ESP,MF,Sporting Gijón,28,1987,16.3,5,0,0,28,28,0,16,22,20,0,0,0
87,Kiko Casilla,es  ESP,GK,Real Madrid,29,1986,11.0,0,0,0,0,0,0,0,0,1,0,0,0
88,Dani Castellano,es  ESP,DF,Las Palmas,28,1987,23.4,2,0,0,13,36,0,32,42,43,1,1,0
89,Javi Castellano,es  ESP,"DF,MF",Las Palmas,28,1987,1.1,0,0,0,2,1,0,2,2,3,0,0,0
90,Samu Castillejo,es  ESP,MF,Villarreal,21,1995,22.7,2,0,0,38,78,2,93,47,27,0,0,0
91,Carlos Castro,es  ESP,FW,Sporting Gijón,21,1995,11.4,1,0,0,16,14,3,1,1,6,0,0,0
92,Chory Castro,uy  URU,"MF,FW",Málaga,31,1984,19.9,5,2,1,24,26,1,142,18,17,0,0,0
93,Jonny Castro,es  ESP,DF,Celta Vigo,22,1994,24.7,8,0,0,28,19,3,23,65,53,0,0,0
94,Rubén Castro,es  ESP,FW,Betis,35,1981,30.9,3,0,0,8,38,33,35,11,4,0,0,0
95,Goran Čaušić,rs  SRB,MF,Osasuna,24,1992,22.3,4,0,0,37,19,0,16,29,25,0,0,0
96,Dani Ceballos,es  ESP,MF,Betis,19,1996,26.0,8,0,0,51,116,0,37,53,66,0,0,0
97,Álvaro Cejudo,es  ESP,"MF,FW",Betis,32,1984,9.1,9,0,0,21,12,1,39,20,23,0,0,0
98,Alessio Cerci,it  ITA,"FW,MF",Atlético Madrid,29,1987,0.2,0,0,0,0,0,0,1,0,0,0,0,0
99,Nereo Champagne,ar  ARG,GK,Leganés,31,1985,4.0,1,0,0,0,0,0,0,0,0,0,0,0
100,Charles,br  BRA,FW,Málaga,32,1984,12.7,5,0,0,16,24,15,2,3,4,0,2,0
101,Pape Cheikh Diop,sn  SEN,"MF,FW",Celta Vigo,18,1997,6.4,3,0,0,24,18,0,0,4,13,0,0,0
102,Denis Cheryshev,ru  RUS,MF,Villarreal,25,1990,3.8,1,0,0,12,6,0,7,5,4,0,0,0
103,Michaël Ciani,fr  FRA,DF,Espanyol,32,1984,0.6,0,0,0,1,0,0,0,0,0,0,0,0
104,Jasper Cillessen,nl  NED,GK,Barcelona,27,1989,1.0,0,0,0,0,0,0,0,0,0,0,0,0
105,Carlos Clerc,es  ESP,"DF,MF",Osasuna,24,1992,21.6,2,0,0,17,8,1,104,40,32,0,0,0
106,Fábio Coentrão,pt  POR,DF,Real Madrid,28,1988,1.9,0,0,0,2,1,0,7,1,0,0,0,0
107,Emre Çolak,tr  TUR,MF,La Coruña,25,1991,27.4,5,0,0,28,67,4,187,13,36,1,0,0
108,David Concha,es  ESP,MF,Real Sociedad,19,1996,1.4,0,0,0,2,3,0,4,2,0,0,0,0
109,Duje Čop,hr  CRO,FW,Sporting Gijón,26,1990,25.2,6,0,0,37,26,4,21,9,7,2,0,0
110,Ángel Correa,ar  ARG,"MF,FW",Atlético Madrid,21,1995,13.8,6,0,0,20,16,4,27,13,25,2,1,0
111,Joaquín Correa,ar  ARG,"MF,FW",Sevilla,21,1994,14.6,6,0,0,29,43,6,22,12,20,1,0,0
112,Jaume Costa,es  ESP,DF,Villarreal,28,1988,29.8,13,2,1,42,47,5,81,49,55,0,1,0
113,David Costas,es  ESP,DF,Celta Vigo,21,1995,1.0,1,0,0,1,0,0,0,1,1,0,1,0
114,Iván Cuéllar,es  ESP,GK,Sporting Gijón,32,1984,36.0,5,0,0,0,9,0,0,7,1,0,0,0
115,Isaac Cuenca,es  ESP,"MF,DF",Granada,25,1991,19.4,4,0,0,22,27,3,39,28,27,0,0,0
116,Danilo,br  BRA,DF,Real Madrid,25,1991,16.5,2,0,0,18,22,2,31,37,34,0,0,0
117,Deyverson,br  BRA,FW,Alavés,25,1991,28.6,14,0,0,50,66,27,6,23,30,1,1,0
118,Marcelo Díaz,cl  CHI,MF,Celta Vigo,29,1986,18.3,5,0,0,18,13,0,23,33,19,0,0,0
119,Víctor Díaz,es  ESP,DF,Leganés,28,1988,20.1,6,0,0,42,15,0,63,52,43,0,1,0
120,Didier Digard,fr  FRA,MF,Osasuna,30,1986,2.1,1,0,0,4,2,0,0,4,6,0,0,0
121,Lucas Digne,fr  FRA,DF,Barcelona,23,1993,13.0,3,0,0,18,10,4,35,23,19,0,0,0
122,Papakouli Diop,sn  SEN,MF,Espanyol,30,1986,10.1,6,0,0,33,13,0,2,21,15,0,0,0
123,Jaume Doménech,es  ESP,GK,Valencia,25,1990,3.0,0,0,0,0,1,0,0,0,1,0,0,0
124,Ryan Donk,sr  SUR,"MF,DF",Betis,30,1986,9.6,3,0,0,14,10,0,2,24,16,0,0,0
125,Jonathan dos Santos,mx  MEX,MF,Villarreal,26,1990,24.7,4,0,0,29,19,5,57,38,37,0,0,0
126,Mauro dos Santos,ar  ARG,DF,Eibar,27,1989,8.5,1,0,0,5,5,0,1,18,9,0,0,0
127,Douglas,br  BRA,"DF,MF",Sporting Gijón,25,1990,19.1,6,0,0,23,33,1,95,31,35,0,0,0
128,Óscar Duarte,cr  CRC,DF,Espanyol,27,1989,12.5,4,0,0,9,2,2,0,23,10,0,0,0
129,Rubén Duarte,es  ESP,DF,Espanyol,20,1995,1.1,1,0,0,1,0,0,1,8,2,0,0,0
130,Duda,pt  POR,MF,Málaga,36,1980,4.2,3,0,0,6,17,1,56,6,6,0,0,0
131,Riza Durmisi,dk  DEN,DF,Betis,22,1994,26.5,4,0,0,22,33,2,161,31,33,0,0,0
132,Elderson Echiéjilé,ng  NGA,DF,Sporting Gijón,28,1988,2.2,0,0,0,5,4,0,4,5,1,0,0,0
133,Aritz Elustondo,es  ESP,DF,Real Sociedad,22,1994,5.2,0,1,0,4,1,0,6,12,7,0,1,0
134,Gorka Elustondo,es  ESP,DF,Athletic Club,29,1987,1.2,0,0,0,0,1,0,5,4,4,0,0,0
135,Rodrigo Ely,br  BRA,DF,Alavés,22,1993,8.8,4,0,0,9,6,0,0,9,7,0,0,0
136,Youssef En-Nesyri,ma  MAR,FW,Málaga,19,1997,3.8,1,0,0,10,2,5,10,2,4,0,0,0
137,Sergi Enrich,es  ESP,FW,Eibar,26,1990,31.4,5,0,0,58,49,38,35,10,24,1,0,0
138,Juanan Entrena,es  ESP,MF,Granada,20,1996,1.2,0,0,,0,,,,,,,,
139,Javier Eraso,es  ESP,MF,Athletic Club,26,1990,4.2,2,0,0,12,3,4,17,6,5,0,0,0
140,Gonzalo Escalante,ar  ARG,MF,Eibar,23,1993,22.4,10,1,0,50,22,2,8,42,43,1,0,0
141,Sergio Escudero,es  ESP,"DF,MF",Sevilla,26,1989,25.4,7,0,0,30,42,2,72,52,49,0,0,0
142,Cristian Espinoza,ar  ARG,MF,Alavés,21,1995,1.8,1,0,0,4,4,0,10,2,2,0,0,0
143,Pervis Estupiñán,ec  ECU,DF,Granada,18,1998,2.0,1,0,0,2,4,0,1,6,7,0,1,0
144,Beñat Etxebarria,es  ESP,MF,Athletic Club,29,1987,26.6,9,0,0,23,26,0,201,37,39,0,0,0
145,Xabier Etxeita,es  ESP,DF,Athletic Club,28,1987,7.9,2,0,0,5,4,0,1,15,13,0,1,0
146,Edu Expósito,es  ESP,MF,La Coruña,19,1996,0.5,0,0,0,2,0,0,0,0,1,0,0,0
147,Erik Expósito,es  ESP,FW,Las Palmas,20,1996,1.8,0,0,0,6,0,1,0,0,0,0,0,0
148,Fayçal Fajr,ma  MAR,MF,La Coruña,27,1988,13.5,3,2,1,19,22,2,105,7,22,0,0,0
149,Zouhair Feddal,ma  MAR,DF,Alavés,27,1989,24.9,8,4,2,30,11,1,4,64,19,0,0,0
150,Kiko Femenía,es  ESP,DF,Alavés,25,1991,27.8,6,0,0,18,23,6,66,45,41,0,0,0
151,Álvaro Fernández,es  ESP,GK,Osasuna,18,1998,0.5,0,0,0,0,0,0,0,0,0,0,0,0
152,Andrés Fernández,es  ESP,GK,Villarreal,29,1986,14.6,2,0,0,0,3,0,0,1,0,0,0,0
153,Augusto Fernández,ar  ARG,MF,Atlético Madrid,30,1986,1.5,0,0,0,1,4,0,0,9,3,0,0,0
154,Carlos Fernández,es  ESP,FW,Sevilla,20,1996,1.0,0,0,0,1,0,1,0,0,1,0,0,0
155,Mario Fernández,es  ESP,GK,Osasuna,28,1988,6.5,3,0,0,0,0,0,1,0,1,0,2,0
156,Pablo Fernández,es  ESP,MF,Sporting Gijón,19,1996,0.2,0,0,0,0,0,0,1,0,0,0,0,0
157,Javier Flaño,es  ESP,DF,Osasuna,31,1984,1.5,0,0,0,0,1,0,5,5,1,0,0,0
158,Miguel Flaño,es  ESP,DF,Osasuna,31,1984,11.5,3,0,0,11,5,1,1,29,8,0,0,0
159,Andreu Fontàs,es  ESP,DF,Celta Vigo,26,1989,16.2,7,2,1,21,6,0,0,34,29,0,1,0
160,Pablo Fornals,es  ESP,MF,Málaga,20,1996,29.6,6,0,0,33,38,2,18,36,43,1,0,0
161,Dimitri Foulquier,fr  FRA,DF,Granada,23,1993,20.8,5,0,0,33,16,0,63,30,33,0,0,0
162,Javi Fuego,es  ESP,MF,Espanyol,32,1984,28.5,9,2,1,53,26,1,2,66,45,0,1,0
163,Gabi,es  ESP,MF,Atlético Madrid,33,1983,32.1,9,0,0,69,36,0,54,78,85,0,1,0
164,Gabriel,br  BRA,"MF,FW",Leganés,22,1993,30.3,9,0,0,67,67,8,21,22,45,0,0,0
165,Nicolás Gaitán,ar  ARG,MF,Atlético Madrid,28,1988,11.5,1,0,0,19,27,3,52,15,15,1,0,0
166,Álex Gálvez,es  ESP,DF,Eibar,27,1989,14.8,3,0,0,11,12,2,3,43,22,0,0,0
167,Bruno Gama,pt  POR,MF,La Coruña,28,1987,16.0,3,0,0,26,54,0,69,15,27,1,0,0
168,Kévin Gameiro,fr  FRA,FW,Atlético Madrid,29,1987,18.6,0,0,0,9,9,21,15,7,12,0,0,0
169,Ganso,br  BRA,MF,Sevilla,26,1989,5.4,0,0,0,5,8,0,0,4,11,0,0,0
170,Ezequiel Garay,ar  ARG,DF,Valencia,29,1986,26.0,7,0,0,23,16,0,5,60,27,0,0,1
171,Dani García,es  ESP,MF,Eibar,26,1990,35.4,9,1,0,52,32,0,8,74,81,0,0,0
172,Imanol García,es  ESP,"MF,DF",Osasuna,20,1995,5.8,1,0,0,13,7,0,0,20,16,0,0,0
173,Manu García,es  ESP,MF,Alavés,30,1986,22.3,6,0,0,59,44,6,11,33,52,1,0,0
174,Mateo García,ar  ARG,"FW,MF",Las Palmas,19,1996,8.1,0,0,0,6,19,2,9,11,10,0,0,0
175,Samu García,es  ESP,MF,Leganés,26,1990,5.9,0,0,0,10,9,5,15,11,15,0,0,0
176,Unai García,es  ESP,DF,Osasuna,24,1992,20.8,4,0,0,20,15,1,10,63,34,0,0,2
177,Mario Gaspar,es  ESP,DF,Villarreal,25,1990,36.0,6,0,0,46,16,2,75,75,65,0,1,0
178,Jon Gaztañaga,es  ESP,"DF,MF",Real Sociedad,25,1991,0.3,1,0,0,1,2,0,0,0,0,0,0,0
179,Carles Gil,es  ESP,MF,La Coruña,23,1992,15.6,6,0,0,22,34,5,56,12,11,0,0,0
180,Nacho Gil,es  ESP,MF,Valencia,20,1995,0.1,0,0,0,0,1,0,0,0,0,0,0,0
181,Dani Giménez,es  ESP,GK,Betis,33,1983,1.0,0,1,1,0,0,0,0,0,0,0,0,0
182,Diego Godín,uy  URU,DF,Atlético Madrid,30,1986,30.1,11,2,1,30,32,8,1,80,33,0,0,0
183,André Gomes,pt  POR,MF,Barcelona,23,1993,17.5,3,0,0,39,17,4,14,11,27,1,0,0
184,Ibai Gómez,es  ESP,MF,Alavés,26,1989,20.1,2,0,0,15,14,2,128,10,20,0,0,0
185,Moi Gómez,es  ESP,MF,Sporting Gijón,22,1994,20.5,5,0,0,45,11,3,101,12,23,0,1,0
186,Sergi Gómez,es  ESP,DF,Celta Vigo,24,1992,21.2,4,4,2,20,3,0,0,61,42,0,1,0
187,Vicente Gómez,es  ESP,MF,Las Palmas,27,1988,25.6,3,0,0,27,67,2,4,42,31,0,0,0
188,Adrián González,es  ESP,MF,Eibar,28,1988,16.9,3,0,0,33,22,8,17,11,17,1,0,0
189,Bruno González,es  ESP,DF,Betis,26,1990,14.8,9,0,0,18,7,1,4,42,18,0,0,0
190,Diego González,es  ESP,DF,Sevilla,21,1995,0.4,0,0,0,0,0,0,0,2,2,0,0,0
191,Mario González,es  ESP,FW,Villarreal,20,1996,0.3,0,0,0,2,1,0,0,0,0,0,0,0
192,Mikel González,es  ESP,DF,Real Sociedad,30,1985,7.4,2,0,0,8,2,0,1,18,7,0,0,0
193,Esteban Granero,es  ESP,MF,Real Sociedad,29,1987,7.9,5,2,1,22,13,0,35,19,13,0,0,0
194,Antoine Griezmann,fr  FRA,FW,Atlético Madrid,25,1991,33.8,3,0,0,28,33,28,25,19,33,1,0,0
195,John Guidetti,se  SWE,FW,Celta Vigo,24,1992,11.8,8,0,0,27,17,13,3,4,6,1,0,0
196,Guilherme,br  BRA,MF,La Coruña,25,1991,25.4,6,0,0,38,41,2,11,48,55,0,0,0
197,Jon Guridi,es  ESP,MF,Real Sociedad,21,1995,0.8,0,0,0,1,1,0,0,2,1,0,0,0
198,Felipe Gutiérrez,cl  CHI,MF,Betis,25,1990,8.8,3,0,0,24,17,2,35,17,31,0,0,0
199,Alen Halilović,hr  CRO,"MF,FW",Las Palmas,20,1996,7.3,2,0,0,6,8,0,15,6,4,0,0,0
200,Uche Henry Agbo,ng  NGA,MF,Granada,20,1995,26.4,13,3,1,81,25,3,10,61,51,0,0,0
201,Hernán,es  ESP,MF,Las Palmas,25,1990,3.3,2,2,1,5,8,1,1,2,4,0,0,0
202,Lucas Hernández,fr  FRA,DF,Atlético Madrid,20,1996,14.0,2,0,0,14,17,0,7,22,15,0,0,0
203,Luis Hernández,es  ESP,DF,Málaga,27,1989,18.6,3,0,0,14,6,0,3,42,27,0,0,0
204,Pablo Hernández,cl  CHI,MF,Celta Vigo,29,1986,21.2,10,2,1,57,60,2,6,53,34,0,0,0
205,Theo Hernández,fr  FRA,DF,Alavés,18,1997,30.3,10,1,0,26,55,2,85,43,56,1,0,0
206,Iago Herrerín,es  ESP,GK,Leganés,28,1988,20.3,0,1,0,0,1,0,0,1,1,0,0,0
207,Andrew Hjulsager,dk  DEN,MF,Celta Vigo,21,1995,2.9,0,0,0,5,0,1,6,1,2,0,0,0
208,Martin Hongla,cm  CMR,"DF,MF",Granada,18,1998,8.8,2,0,0,16,3,0,3,10,9,0,0,0
209,Robert Ibáñez,es  ESP,MF,Leganés,23,1993,1.9,0,0,0,2,11,0,3,2,2,0,0,0
210,Vicente Iborra,es  ESP,MF,Sevilla,28,1988,16.6,9,0,0,36,24,4,4,34,13,0,0,1
211,Asier Illarramendi,es  ESP,MF,Real Sociedad,26,1990,33.4,13,0,0,54,65,0,42,113,78,1,0,1
212,Sverrir Ingi Ingason,is  ISL,DF,Granada,22,1993,16.3,7,0,0,20,9,0,4,36,22,0,2,0
213,Andrés Iniesta,es  ESP,MF,Barcelona,32,1984,14.8,2,0,0,17,31,0,15,12,23,0,0,0
214,Pablo Insua,es  ESP,DF,Leganés,22,1993,21.3,3,0,0,28,13,1,0,59,22,0,0,0
215,Takashi Inui,jp  JPN,MF,Eibar,28,1988,22.8,5,0,0,36,42,6,53,26,46,0,0,0
216,Gorka Iraizoz,es  ESP,GK,Athletic Club,35,1981,15.6,0,0,0,0,3,0,0,0,0,0,0,0
217,Isco,es  ESP,"MF,FW",Real Madrid,24,1992,18.2,4,0,0,18,41,4,40,19,34,0,0,0
218,Ander Iturraspe,es  ESP,MF,Athletic Club,27,1989,12.9,3,0,0,24,12,0,35,34,21,0,0,0
219,Jesé,es  ESP,"MF,FW",Las Palmas,23,1993,12.9,5,0,0,19,24,0,16,8,18,1,0,0
220,Joaquín,es  ESP,"FW,MF",Betis,35,1981,18.5,2,0,0,15,29,4,99,16,13,0,0,0
221,Ola John,nl  NED,"MF,FW",La Coruña,24,1992,3.9,1,0,0,3,4,0,14,7,4,0,0,0
222,Jony,es  ESP,MF,Málaga,25,1991,13.8,3,0,0,10,23,2,94,18,9,0,0,0
223,Willian José,br  BRA,FW,Real Sociedad,24,1991,22.8,4,0,0,47,41,15,18,6,9,0,0,0
224,Joselu,es  ESP,FW,La Coruña,26,1990,9.8,7,0,0,19,14,2,3,2,8,0,0,0
225,Jota,es  ESP,MF,Eibar,25,1991,2.2,0,0,0,4,2,0,5,1,1,0,0,0
226,Stevan Jovetić,me  MNE,FW,Sevilla,26,1989,13.4,4,0,0,17,16,16,10,1,5,0,0,0
227,Jozabed,es  ESP,MF,Celta Vigo,25,1991,12.1,2,0,0,3,14,3,19,12,13,0,0,0
228,Juankar,es  ESP,"DF,MF",Málaga,26,1990,22.9,8,1,0,25,42,3,49,61,41,0,1,0
229,Juanmi,es  ESP,"FW,MF",Real Sociedad,23,1993,20.5,7,2,1,33,23,25,4,5,14,0,0,0
