,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success
550,Jordi Xumetra,es  ESP,"FW,MF",Levante,28,1985,18,968,54,28.3,10.8,11,,5,7,,3,0.72,7,25,-18,-1.67,-1.12
551,Karim Yoda,fr  FRA,MF,Getafe,25,1988,18,1033,57,30.2,11.5,12,,7,6,,1,0.94,11,11,0,0.00,+1.17
552,Yoel,es  ESP,GK,Valencia,25,1988,2,109,55,3.2,1.2,1,,0,1,,37,3.00,1,0,+1,+0.83,-0.18
553,Héctor Yuste,es  ESP,"DF,MF",Granada,26,1988,6,316,53,9.2,3.5,4,,2,2,,7,1.17,2,8,-6,-1.71,-0.87
554,Joseba Zaldúa,es  ESP,DF,Real Sociedad,22,1992,23,1921,84,56.2,21.3,21,,20,2,,5,1.35,32,29,+3,+0.14,+0.74
555,Nabil El Zhar,ma  MAR,"FW,MF",Levante,27,1986,17,686,40,20.1,7.6,5,,1,12,,14,0.59,6,13,-7,-0.92,-0.06
556,Jonathan Zongo,bf  BFA,"FW,MF",Almería,25,1989,27,1565,58,45.8,17.4,16,,,11,,0,,,,,,
557,Eñaut Zubikarai,es  ESP,GK,Real Sociedad,30,1984,16,1440,90,42.1,16.0,16,,16,0,,22,0.88,16,24,-8,-0.50,-0.55
558,David Zurutuza,es  ESP,MF,Real Sociedad,28,1986,16,982,61,28.7,10.9,12,,5,4,,3,0.81,8,19,-11,-1.01,-1.16
559,Martin Ødegaard,no  NOR,"FW,MF",Real Madrid,15,1998,1,34,34,1.0,0.4,0,,0,1,,1,3.00,2,0,+2,+5.29,+3.22
