,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance
287,Mario Mandžukić,hr  CRO,"FW,MF",Atlético Madrid,28,1986,21.4,10,0,,40,,,,,,,,
288,Mané,es  ESP,"DF,MF",Almería,32,1981,3.2,0,0,,1,,,,,,,,
289,Manucho,ao  ANG,FW,Rayo Vallecano,31,1983,18.3,5,0,,47,,,,,,,,
290,José Manuel Casado,es  ESP,DF,Almería,27,1986,4.6,4,0,,10,,,,,,,,
291,Marcelo,br  BRA,"DF,MF",Real Madrid,26,1988,32.5,9,0,,23,,,,,,,,
292,Óscar de Marcos,es  ESP,"DF,FW",Athletic Club,25,1989,32.8,6,0,,50,,,,,,,,
293,Sergio Marcos,es  ESP,MF,Villarreal,22,1992,5.4,0,0,,3,,,,,,,,
294,José Mari,es  ESP,MF,Levante,26,1987,7.1,3,0,,18,,,,,,,,
295,José María Giménez,uy  URU,DF,Atlético Madrid,19,1995,19.5,3,0,,14,,,,,,,,
296,Adrián Marín,es  ESP,DF,Villarreal,17,1997,3.8,1,0,,4,,,,,,,,
297,Antonio Marín,es  ESP,DF,Almería,18,1996,1.4,0,0,,0,,,,,,,,
298,Diego Mariño,es  ESP,GK,Levante,24,1990,32.0,1,0,,0,,,,,,,,
299,Javi Márquez,es  ESP,MF,Granada,28,1986,15.8,5,0,,24,,,,,,,,
300,Sulayman Marreh,gm  GAM,"DF,MF",Granada,18,1996,0.5,1,0,,4,,,,,,,,
301,Carlos Martínez,es  ESP,DF,Real Sociedad,28,1986,13.1,0,0,,11,,,,,,,,
302,Iñigo Martínez,es  ESP,DF,Real Sociedad,23,1991,33.6,6,0,,31,,,,,,,,
303,Samu Martínez,es  ESP,MF,Elche,20,1994,2.0,0,0,,1,,,,,,,,
304,Luís Martins,pt  POR,DF,Granada,22,1992,1.7,0,0,,1,,,,,,,,
305,Rafael Martins,br  BRA,FW,Levante,25,1989,3.7,1,0,,6,,,,,,,,
306,Javier Mascherano,ar  ARG,"DF,MF",Barcelona,30,1984,24.5,8,1,,24,,,,,,,,
307,Jordi Masip,es  ESP,GK,Barcelona,25,1989,1.0,0,0,,0,,,,,,,,
308,Simão Mate Junior,mz  MOZ,"DF,MF",Levante,26,1988,22.0,10,0,,56,,,,,,,,
309,Jérémy Mathieu,fr  FRA,DF,Barcelona,30,1983,23.4,5,0,,13,,,,,,,,
310,Ryder Matos,br  BRA,"FW,MF",Córdoba,21,1993,1.6,0,0,,1,,,,,,,,
311,Felipe Mattioni,br  BRA,DF,Espanyol,25,1988,0.7,1,0,,3,,,,,,,,
312,Stéphane Mbia,cm  CMR,"DF,MF",Sevilla,28,1986,16.4,9,0,,48,,,,,,,,
313,Álvaro Medrán,es  ESP,MF,Real Madrid,20,1994,0.2,0,0,,1,,,,,,,,
314,Haris Medunjanin,ba  BIH,MF,La Coruña,29,1985,16.5,5,0,,16,,,,,,,,
315,Tiago Mendes,pt  POR,MF,Atlético Madrid,33,1981,29.7,5,0,,42,,,,,,,,
316,Edgar Mendez,es  ESP,MF,Almería,24,1990,21.2,5,0,,57,,,,,,,,
317,Lionel Messi,ar  ARG,"FW,MF",Barcelona,27,1987,37.5,4,0,,24,,,,,,,,
318,Michel,br  BRA,DF,Almería,24,1990,13.4,3,2,,12,,,,,,,,
319,Míchel,es  ESP,MF,Getafe,26,1988,8.7,4,0,,16,,,,,,,,
320,Miku,ve  VEN,FW,Rayo Vallecano,28,1985,2.5,0,0,,8,,,,,,,,
321,Santi Mina,es  ESP,FW,Celta Vigo,18,1995,12.8,6,0,,25,,,,,,,,
322,Abraham Minero,es  ESP,"DF,MF",Eibar,28,1986,14.7,6,0,,21,,,,,,,,
323,Miranda,br  BRA,DF,Atlético Madrid,29,1984,22.5,8,1,,23,,,,,,,,
324,Luka Modrić,hr  CRO,MF,Real Madrid,28,1985,14.3,4,0,,16,,,,,,,,
325,Paco Montañés,es  ESP,"FW,MF",Espanyol,27,1986,12.1,2,0,,12,,,,,,,,
326,Martín Montoya,es  ESP,DF,Barcelona,23,1991,6.6,0,0,,8,,,,,,,,
327,Erik Morán,es  ESP,MF,Athletic Club,23,1991,0.6,0,0,,0,,,,,,,,
328,Jorge Morcillo,es  ESP,DF,Rayo Vallecano,28,1986,8.3,4,2,,16,,,,,,,,
329,Álex Moreno,es  ESP,"DF,MF",Rayo Vallecano,21,1993,5.1,0,0,,9,,,,,,,,
330,Gerard Moreno,es  ESP,FW,Villarreal,22,1992,17.9,2,0,,23,,,,,,,,
331,Héctor Moreno,mx  MEX,DF,Espanyol,26,1988,17.7,5,1,,13,,,,,,,,
332,Jairo Morillas,es  ESP,FW,Espanyol,21,1993,0.7,0,0,,0,,,,,,,,
333,Pedro Mosquera,es  ESP,MF,Elche,26,1988,23.8,5,0,,49,,,,,,,,
334,Iker Muniain,es  ESP,"FW,MF",Athletic Club,21,1992,22.2,7,0,,21,,,,,,,,
335,Juan Muñoz,es  ESP,"FW,MF",Sevilla,18,1995,0.4,0,0,,0,,,,,,,,
336,Jeison Murillo,co  COL,DF,Granada,22,1992,17.7,5,1,,17,,,,,,,,
337,Mateo Musacchio,ar  ARG,DF,Villarreal,23,1990,12.7,2,0,,13,,,,,,,,
338,Shkodran Mustafi,de  GER,DF,Valencia,22,1992,32.3,8,0,,36,,,,,,,,
339,Naldo,br  BRA,DF,Getafe,25,1988,28.6,5,0,,32,,,,,,,,
340,David Navarro,es  ESP,DF,Levante,34,1980,19.8,6,1,,18,,,,,,,,
341,Fernando Navarro,es  ESP,DF,Sevilla,32,1982,15.3,3,0,,25,,,,,,,,
342,Ximo Navarro,es  ESP,DF,Almería,24,1990,26.7,5,0,,26,,,,,,,,
343,Keylor Navas,cr  CRC,GK,Real Madrid,27,1986,6.0,1,0,,0,,,,,,,,
344,Raúl Navas,es  ESP,DF,Eibar,26,1988,27.3,9,2,,25,,,,,,,,
345,Álvaro Negredo,es  ESP,FW,Valencia,28,1985,17.2,4,0,,34,,,,,,,,
346,Neymar,br  BRA,"FW,MF",Barcelona,22,1992,28.5,6,0,,33,,,,,,,,
347,Dani Nieto,es  ESP,"FW,MF",Eibar,23,1991,2.5,1,0,,3,,,,,,,,
348,Aarón Ñíguez,es  ESP,"FW,MF",Elche,25,1989,12.9,5,0,,16,,,,,,,,
349,Saúl Ñíguez,es  ESP,"DF,MF",Atlético Madrid,19,1994,11.9,1,0,,27,,,,,,,,
350,Nolito,es  ESP,"FW,MF",Celta Vigo,27,1986,33.0,11,0,,52,,,,,,,,
351,Allan Nyom,cm  CMR,"DF,MF",Granada,26,1988,33.2,9,0,,48,,,,,,,,
352,Jan Oblak,si  SVN,GK,Atlético Madrid,21,1993,11.0,2,0,,0,,,,,,,,
353,Oier Olazábal,es  ESP,GK,Granada,24,1989,14.0,0,0,,0,,,,,,,,
354,Weligton Oliveira,br  BRA,DF,Málaga,34,1979,30.4,14,2,,30,,,,,,,,
355,Lucas Orbán,ar  ARG,DF,Valencia,25,1989,10.1,4,0,,17,,,,,,,,
356,Fabián Orellana,cl  CHI,"FW,MF",Celta Vigo,28,1986,32.8,13,1,,27,,,,,,,,
357,Alfredo Ortuño,es  ESP,"DF,FW",Granada,23,1991,2.7,0,0,,3,,,,,,,,
358,Nicolás Otamendi,ar  ARG,DF,Valencia,26,1988,34.4,9,1,,34,,,,,,,,
359,Manuel Pablo,es  ESP,DF,La Coruña,38,1976,3.8,1,0,,3,,,,,,,,
360,Gaspar Panadero,es  ESP,MF,Almería,16,1997,0.1,0,0,,0,,,,,,,,
361,Aleksandar Pantić,rs  SRB,DF,Córdoba,22,1992,26.8,6,1,,24,,,,,,,,
362,Rubén Pardo,es  ESP,MF,Real Sociedad,21,1992,21.3,5,0,,30,,,,,,,,
363,Nicolás Pareja,ar  ARG,DF,Sevilla,30,1984,25.3,6,0,,35,,,,,,,,
364,Daniel Parejo,es  ESP,MF,Valencia,25,1989,32.4,14,1,,46,,,,,,,,
365,Thomas Partey,gh  GHA,MF,Almería,21,1993,26.2,13,0,,46,,,,,,,,
366,Mario Pašalić,hr  CRO,MF,Elche,19,1995,24.3,5,0,,44,,,,,,,,
367,Gabriel Paulista,br  BRA,DF,Villarreal,23,1990,17.6,4,0,,14,,,,,,,,
368,Alfonso Pedraza,es  ESP,"DF,FW",Villarreal,18,1996,0.5,1,0,,2,,,,,,,,
369,Pedro,es  ESP,"FW,MF",Barcelona,27,1987,17.3,3,0,,23,,,,,,,,
370,Sergio Pelegrín,es  ESP,DF,Elche,35,1979,8.1,2,0,,6,,,,,,,,
371,Pepe,pt  POR,"DF,MF",Real Madrid,31,1983,24.7,4,0,,20,,,,,,,,
372,Jonathan Pereira,es  ESP,FW,Rayo Vallecano,27,1987,1.3,1,0,,1,,,,,,,,
373,Enzo Pérez,ar  ARG,MF,Valencia,28,1986,11.5,7,0,,36,,,,,,,,
374,Lucas Pérez,es  ESP,"FW,MF",La Coruña,25,1988,17.1,6,0,,28,,,,,,,,
375,Rubén Pérez,es  ESP,MF,Granada,25,1989,12.3,7,0,,23,,,,,,,,
376,Víctor Pérez,es  ESP,MF,Levante,26,1988,3.2,0,0,,7,,,,,,,,
377,Pablo Piatti,ar  ARG,"FW,MF",Valencia,25,1989,20.9,2,0,,21,,,,,,,,
378,Tomás Pina Isla,es  ESP,MF,Villarreal,26,1987,16.1,4,1,,38,,,,,,,,
379,Daniel Pinillos,es  ESP,DF,Córdoba,21,1992,9.6,5,1,,12,,,,,,,,
380,Federico Piovaccari,it  ITA,FW,Eibar,29,1984,17.7,6,2,,50,,,,,,,,
381,Gerard Piqué,es  ESP,DF,Barcelona,27,1987,26.5,6,0,,25,,,,,,,,
382,Piti,es  ESP,"FW,MF",Granada,33,1981,25.6,9,0,,29,,,,,,,,
383,Carles Planas,es  ESP,DF,Celta Vigo,23,1991,9.1,3,1,,15,,,,,,,,
384,Hélder Postiga,pt  POR,FW,La Coruña,31,1982,8.0,4,1,,24,,,,,,,,
385,Alejandro Pozuelo,es  ESP,"FW,MF",Rayo Vallecano,22,1991,4.8,0,0,,6,,,,,,,,
386,Xabi Prieto,es  ESP,MF,Real Sociedad,30,1983,33.1,5,0,,26,,,,,,,,
387,Quini,es  ESP,"DF,MF",Rayo Vallecano,24,1989,12.8,5,0,,21,,,,,,,,
388,Quique,es  ESP,FW,Almería,24,1990,0.4,0,0,,0,,,,,,,,
389,Nemanja Radoja,rs  SRB,"DF,MF",Celta Vigo,21,1993,22.3,5,0,,39,,,,,,,,
390,Rafa,es  ESP,"DF,MF",Getafe,29,1985,1.0,0,0,,0,,,,,,,,
391,Juan Rafael Fuentes,es  ESP,DF,Espanyol,24,1990,20.8,6,0,,18,,,,,,,,
392,Rafinha,br  BRA,MF,Barcelona,21,1993,12.9,2,0,,12,,,,,,,,
393,Ivan Rakitić,hr  CRO,MF,Barcelona,26,1988,22.6,1,0,,17,,,,,,,,
394,Sandro Ramírez,es  ESP,FW,Barcelona,19,1995,1.8,0,0,,2,,,,,,,,
395,Iván Ramis,es  ESP,DF,Levante,29,1984,12.4,5,1,,8,,,,,,,,
396,Héldon Ramos,cv  CPV,"FW,MF",Córdoba,25,1988,5.9,4,0,,5,,,,,,,,
397,Sergio Ramos,es  ESP,DF,Real Madrid,28,1986,24.8,12,0,,42,,,,,,,,
398,Recio,es  ESP,MF,Málaga,23,1991,16.6,10,0,,37,,,,,,,,
399,Ezequiel Rescaldani,ar  ARG,FW,Málaga,22,1992,0.4,1,0,,1,,,,,,,,
400,Fran Rico,es  ESP,MF,Granada,26,1987,28.3,13,0,,53,,,,,,,,
401,Mikel Rico,es  ESP,MF,Athletic Club,29,1984,31.0,3,0,,47,,,,,,,,
402,Sergio Rico,es  ESP,GK,Sevilla,20,1993,20.1,2,0,,0,,,,,,,,
403,Oriol Riera,es  ESP,FW,La Coruña,28,1986,16.7,3,0,,30,,,,,,,,
404,Riki,es  ESP,FW,Granada,33,1980,2.4,1,0,,6,,,,,,,,
405,Roberto,es  ESP,GK,Granada,35,1979,23.0,3,0,,0,,,,,,,,
406,Sergi Roberto,es  ESP,"DF,MF",Barcelona,22,1992,5.7,0,0,,5,,,,,,,,
407,Rubén Rochina,es  ESP,"FW,MF",Granada,23,1991,12.6,4,0,,11,,,,,,,,
408,Enzo Roco,cl  CHI,DF,Elche,21,1992,32.0,6,0,,37,,,,,,,,
409,Héctor Rodas,es  ESP,DF,Levante,26,1988,6.3,2,0,,7,,,,,,,,
410,Rodrigo,es  ESP,"FW,MF",Valencia,23,1991,23.0,6,2,,40,,,,,,,,
411,Garry Rodrigues,cv  CPV,"FW,MF",Elche,23,1990,17.3,7,1,,48,,,,,,,,
412,Ángel Rodríguez,es  ESP,FW,Eibar,27,1987,5.9,1,0,,9,,,,,,,,
413,Cristian Rodríguez,uy  URU,MF,Atlético Madrid,28,1985,0.8,0,0,,3,,,,,,,,
414,James Rodríguez,co  COL,"FW,MF",Real Madrid,23,1991,25.2,5,0,,22,,,,,,,,
415,José Rodríguez,es  ESP,MF,La Coruña,19,1994,16.6,6,0,,54,,,,,,,,
416,Juan Rodríguez,es  ESP,MF,Getafe,32,1982,30.2,6,0,,53,,,,,,,,
417,Raúl Rodríguez,es  ESP,DF,Espanyol,26,1987,0.0,0,0,,0,,,,,,,,
418,Víctor Rodríguez,es  ESP,"FW,MF",Elche,25,1989,31.6,5,0,,29,,,,,,,,
419,Dani Romera,es  ESP,FW,Almería,18,1995,0.7,0,0,,4,,,,,,,,
420,Cristiano Ronaldo,pt  POR,"FW,MF",Real Madrid,29,1985,34.4,5,1,,27,,,,,,,,
421,Roberto Rosales,ve  VEN,"DF,MF",Málaga,25,1988,33.7,7,0,,45,,,,,,,,
422,Fausto Rossi,it  ITA,MF,Córdoba,23,1990,16.3,5,0,,27,,,,,,,,
423,Rubén,es  ESP,GK,Almería,30,1984,23.0,2,0,,0,,,,,,,,
424,Víctor Ruiz,es  ESP,"DF,MF",Villarreal,25,1989,24.5,5,0,,22,,,,,,,,
425,Antonio Rukavina,rs  SRB,DF,Villarreal,30,1984,15.7,5,0,,19,,,,,,,,
426,Gerónimo Rulli,ar  ARG,GK,Real Sociedad,22,1992,22.0,5,0,,0,,,,,,,,
427,Mikel Saizar,es  ESP,GK,Córdoba,31,1983,6.0,0,0,,0,,,,,,,,
428,Diogo Salomão,pt  POR,"FW,MF",La Coruña,25,1988,3.2,0,0,,1,,,,,,,,
429,Sammir,hr  CRO,"FW,MF",Getafe,27,1987,15.8,0,0,,21,,,,,,,,
430,Mikel San José,es  ESP,"DF,MF",Athletic Club,25,1989,23.8,10,1,,30,,,,,,,,
431,Sergio Sánchez,es  ESP,DF,Málaga,28,1986,19.0,7,0,,16,,,,,,,,
432,Víctor Sánchez,es  ESP,"DF,MF",Espanyol,26,1987,28.5,18,0,,78,,,,,,,,
433,Roque Santa Cruz,py  PAR,FW,Málaga,32,1981,10.1,0,0,,9,,,,,,,,
434,Pablo Sarabia,es  ESP,"FW,MF",Getafe,22,1992,28.8,10,0,,46,,,,,,,,
435,Carlos Selfa,es  ESP,MF,Almería,22,1992,0.4,0,0,,0,,,,,,,,
436,Fran Serrano,es  ESP,DF,Córdoba,19,1995,1.6,0,0,,0,,,,,,,,
437,Salva Sevilla,es  ESP,MF,Espanyol,30,1984,15.8,5,0,,30,,,,,,,,
438,Sidnei,br  BRA,DF,La Coruña,24,1989,32.0,10,0,,21,,,,,,,,
439,Lucas Silva,br  BRA,MF,Real Madrid,21,1993,3.8,0,0,,2,,,,,,,,
440,Wellington Silva,br  BRA,"FW,MF",Almería,21,1993,22.0,6,0,,16,,,,,,,,
441,Eddy Silvestre,az  AZE,MF,Granada,21,1992,2.6,2,0,,10,,,,,,,,
442,Guilherme Siqueira,br  BRA,"DF,MF",Atlético Madrid,28,1986,23.1,7,2,,33,,,,,,,,
443,Abdoul Sissoko,fr  FRA,MF,Granada,24,1990,8.4,1,0,,21,,,,,,,,
444,Mohamed Sissoko,ml  MLI,MF,Levante,29,1985,12.1,4,0,,21,,,,,,,,
445,Fran Sol,es  ESP,FW,Villarreal,22,1992,0.2,0,0,,0,,,,,,,,
446,Enrique Sola,es  ESP,FW,Athletic Club,28,1986,1.3,0,0,,5,,,,,,,,
447,Bruno Soriano,es  ESP,MF,Villarreal,30,1984,23.1,3,0,,32,,,,,,,,
448,Fernando Soriano,es  ESP,MF,Almería,34,1979,16.0,9,0,,32,,,,,,,,
449,Cristhian Stuani,uy  URU,"FW,MF",Espanyol,27,1986,19.7,5,1,,75,,,,,,,,
450,Damián Suárez,uy  URU,DF,Elche,26,1988,33.8,12,1,,44,,,,,,,,
451,Denis Suárez,es  ESP,MF,Sevilla,20,1994,18.0,2,0,,24,,,,,,,,
452,Luis Suárez,uy  URU,FW,Barcelona,27,1987,24.0,4,0,,23,,,,,,,,
453,Mario Suárez,es  ESP,MF,Atlético Madrid,27,1987,12.7,9,0,,18,,,,,,,,
454,Isaac Success,ng  NGA,"FW,MF",Granada,18,1996,10.4,1,0,,18,,,,,,,,
455,Markel Susaeta,es  ESP,"FW,MF",Athletic Club,26,1987,19.7,2,0,,24,,,,,,,,
456,Fernando Tissone,ar  ARG,MF,Málaga,28,1986,3.7,3,0,,11,,,,,,,,
457,Tito,es  ESP,DF,Rayo Vallecano,29,1985,31.5,11,1,,51,,,,,,,,
458,Toché,es  ESP,FW,La Coruña,31,1983,11.0,5,0,,19,,,,,,,,
459,Gaizka Toquero,es  ESP,"FW,MF",Athletic Club,29,1984,0.4,0,0,,0,,,,,,,,
460,Fernando Torres,es  ESP,FW,Atlético Madrid,30,1984,9.8,3,0,,21,,,,,,,,
461,Miguel Torres,es  ESP,DF,Málaga,28,1986,13.0,4,0,,21,,,,,,,,
462,Roberto Trashorras,es  ESP,MF,Rayo Vallecano,33,1981,32.0,11,0,,39,,,,,,,,
463,Benoît Trémoulinas,fr  FRA,DF,Sevilla,28,1985,18.2,5,0,,20,,,,,,,,
464,Manu Trigueros,es  ESP,MF,Villarreal,22,1991,26.8,9,0,,45,,,,,,,,
465,Tropi,es  ESP,MF,Valencia,19,1995,0.0,0,0,,0,,,,,,,,
466,Ángel Trujillo,es  ESP,DF,Almería,26,1987,35.6,5,1,,30,,,,,,,,
467,Arda Turan,tr  TUR,"FW,MF",Atlético Madrid,27,1987,25.7,7,0,,43,,,,,,,,
468,Przemysław Tytoń,pl  POL,GK,Elche,27,1987,31.7,1,1,,0,,,,,,,,
469,Ikechukwu Uche,ng  NGA,FW,Villarreal,30,1984,15.1,2,0,,31,,,,,,,,
470,Kalu Uche,ng  NGA,"FW,MF",Levante,31,1982,9.7,1,0,,24,,,,,,,,
471,Juan Valera Espín,es  ESP,"DF,MF",Getafe,29,1984,10.9,4,0,,21,,,,,,,,
472,Raphaël Varane,fr  FRA,"DF,MF",Real Madrid,21,1993,22.7,1,0,,12,,,,,,,,
473,Álvaro Vázquez,es  ESP,FW,Getafe,23,1991,19.3,2,0,,14,,,,,,,,
474,Lucas Vázquez,es  ESP,"DF,FW",Espanyol,23,1991,30.5,6,0,,56,,,,,,,,
475,Carlos Vela,mx  MEX,"FW,MF",Real Sociedad,25,1989,22.8,5,0,,38,,,,,,,,
476,Emiliano Velázquez,uy  URU,DF,Getafe,20,1994,26.1,5,1,,20,,,,,,,,
477,Fran Vélez,es  ESP,"DF,MF",Almería,23,1991,13.5,4,1,,36,,,,,,,,
478,Thomas Vermaelen,be  BEL,DF,Barcelona,28,1985,0.7,0,0,,0,,,,,,,,
479,Verza,es  ESP,MF,Almería,27,1986,31.6,10,0,,47,,,,,,,,
480,Rúben Vezo,pt  POR,DF,Valencia,20,1994,6.2,0,0,,5,,,,,,,,
481,Fede Vico,es  ESP,MF,Córdoba,20,1994,10.2,2,0,,8,,,,,,,,
482,Aleix Vidal,es  ESP,"DF,MF",Sevilla,24,1989,24.2,8,0,,31,,,,,,,,
483,Luciano Vietto,ar  ARG,"FW,MF",Villarreal,20,1993,21.2,5,0,,38,,,,,,,,
484,Carlos Vigaray,es  ESP,DF,Getafe,19,1994,10.7,4,0,,12,,,,,,,,
485,Borja Viguera,es  ESP,FW,Athletic Club,27,1987,10.8,0,0,,18,,,,,,,,
486,Dídac Vilà,es  ESP,DF,Eibar,25,1989,12.4,3,0,,26,,,,,,,,
487,Vitolo,es  ESP,"FW,MF",Sevilla,24,1989,23.1,6,0,,47,,,,,,,,
488,Loukas Vyntra,gr  GRE,DF,Levante,33,1981,26.3,4,1,,14,,,,,,,,
489,Cezary Wilk,pl  POL,MF,La Coruña,28,1986,6.8,2,0,,20,,,,,,,,
490,Iñaki Williams,es  ESP,"FW,MF",Athletic Club,20,1994,14.6,1,0,,18,,,,,,,,
491,Xavi,es  ESP,MF,Barcelona,34,1980,19.8,1,0,,9,,,,,,,,
492,Xisco,es  ESP,FW,Córdoba,28,1986,2.7,0,0,,5,,,,,,,,
493,Jordi Xumetra,es  ESP,"FW,MF",Levante,28,1985,10.8,3,0,,12,,,,,,,,
494,Karim Yoda,fr  FRA,MF,Getafe,25,1988,11.5,0,0,,5,,,,,,,,
495,Yoel,es  ESP,GK,Valencia,25,1988,1.2,0,0,,0,,,,,,,,
496,Héctor Yuste,es  ESP,"DF,MF",Granada,26,1988,3.5,3,0,,7,,,,,,,,
497,Joseba Zaldúa,es  ESP,DF,Real Sociedad,22,1992,21.3,5,0,,30,,,,,,,,
498,Nabil El Zhar,ma  MAR,"FW,MF",Levante,27,1986,7.6,3,0,,15,,,,,,,,
499,Jonathan Zongo,bf  BFA,"FW,MF",Almería,25,1989,17.4,3,0,,29,,,,,,,,
500,Eñaut Zubikarai,es  ESP,GK,Real Sociedad,30,1984,16.0,0,0,,0,,,,,,,,
501,David Zurutuza,es  ESP,MF,Real Sociedad,28,1986,10.9,2,0,,25,,,,,,,,
502,Martin Ødegaard,no  NOR,"FW,MF",Real Madrid,15,1998,0.4,0,0,,0,,,,,,,,
