,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes
47,Éver Banega,ar  ARG,MF,Sevilla,26,1988,34,23,2200,24.4,3,3,3,0,0,11,0,0.12,0.12,0.25,0.12,0.25
48,Léo Baptistão,br  BRA,"FW,MF",Rayo Vallecano,21,1992,25,22,1776,19.7,7,1,7,0,0,3,0,0.35,0.05,0.41,0.35,0.41
49,Mariano Barbosa,ar  ARG,GK,Sevilla,30,1984,2,1,164,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
50,Antonio Barragán,es  ESP,"DF,MF",Valencia,27,1987,34,32,2845,31.6,1,3,1,0,0,8,0,0.03,0.09,0.13,0.03,0.13
51,David Barral,es  ESP,FW,Levante,31,1983,35,32,2624,29.2,11,0,9,2,2,11,0,0.38,0.00,0.38,0.31,0.31
52,Marc Bartra,es  ESP,DF,Barcelona,23,1991,14,11,1036,11.5,1,3,1,0,0,1,0,0.09,0.26,0.35,0.09,0.35
53,Bebé,pt  POR,"FW,MF",Córdoba,24,1990,18,16,1461,16.2,0,2,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12
54,Karim Benzema,fr  FRA,FW,Real Madrid,26,1987,29,29,2278,25.3,15,11,15,0,0,1,0,0.59,0.43,1.03,0.59,1.03
55,Yuri Berchiche,es  ESP,DF,Real Sociedad,24,1990,21,17,1469,16.3,0,1,0,0,0,7,0,0.00,0.06,0.06,0.00,0.06
56,Álex Bergantiños,es  ESP,MF,La Coruña,29,1985,33,29,2647,29.4,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03
57,Markel Bergara,es  ESP,MF,Real Sociedad,28,1986,30,24,2128,23.6,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08
58,Saúl Berjón,es  ESP,"FW,MF",Eibar,28,1986,34,30,2387,26.5,3,7,3,0,0,4,0,0.11,0.26,0.38,0.11,0.38
59,Beto,pt  POR,GK,Sevilla,32,1982,18,18,1444,16.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
60,Thievy Bifouma,cg  CGO,"FW,MF",Almería,22,1992,29,21,1776,19.7,4,1,4,0,0,7,1,0.20,0.05,0.25,0.20,0.25
61,Rubén Blanco,es  ESP,GK,Celta Vigo,19,1995,1,0,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
62,Derek Boateng,gh  GHA,MF,Eibar,31,1983,13,8,729,8.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
63,Arthur Boka,ci  CIV,DF,Málaga,31,1983,23,18,1708,19.0,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05
64,Theo Bongonda,be  BEL,"FW,MF",Celta Vigo,18,1995,8,0,140,1.6,1,1,1,0,0,0,0,0.64,0.64,1.29,0.64,1.29
65,Celso Borges,cr  CRC,"FW,MF",La Coruña,26,1988,17,17,1468,16.3,3,0,2,1,1,6,0,0.18,0.00,0.18,0.12,0.12
66,Iago Bouzón,es  ESP,DF,Córdoba,31,1983,3,3,225,2.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
67,Eneko Bóveda,es  ESP,DF,Eibar,25,1988,35,35,3136,34.8,1,3,1,0,0,5,0,0.03,0.09,0.11,0.03,0.11
68,Claudio Bravo,cl  CHI,GK,Barcelona,31,1983,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
69,Emi Buendía,ar  ARG,"FW,MF",Getafe,17,1996,6,1,135,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
70,Alberto Bueno,es  ESP,"FW,MF",Rayo Vallecano,26,1988,36,35,2864,31.8,17,4,15,2,3,4,0,0.53,0.13,0.66,0.47,0.60
71,Sergio Busquets,es  ESP,MF,Barcelona,26,1988,33,29,2475,27.5,0,2,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07
72,Unai Bustinza,es  ESP,DF,Athletic Club,22,1992,2,1,98,1.1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
73,Edu Caballer,es  ESP,DF,Córdoba,32,1981,14,12,1085,12.1,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
74,Carlos Caballero,es  ESP,MF,Córdoba,29,1984,2,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
75,Gustavo Cabral,ar  ARG,DF,Celta Vigo,28,1985,35,35,3078,34.2,1,0,1,0,0,9,1,0.03,0.00,0.03,0.03,0.03
76,Felipe Caicedo,ec  ECU,"FW,MF",Espanyol,25,1988,35,25,1887,21.0,9,3,9,0,0,2,0,0.43,0.14,0.57,0.43,0.57
77,Cala,es  ESP,DF,Granada,24,1989,7,6,517,5.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
78,Ignacio Camacho,es  ESP,MF,Málaga,24,1990,25,25,2205,24.5,2,2,2,0,0,11,0,0.08,0.08,0.16,0.08,0.16
79,Víctor Camarasa,es  ESP,MF,Levante,20,1994,24,20,1805,20.1,2,1,2,0,0,6,0,0.10,0.05,0.15,0.10,0.15
80,Joel Campbell,cr  CRC,"FW,MF",Villarreal,22,1992,16,16,1197,13.3,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08
81,Sergio Canales,es  ESP,"FW,MF",Real Sociedad,23,1991,36,31,2532,28.1,4,3,4,0,0,3,0,0.14,0.11,0.25,0.14,0.25
82,José Cañas,es  ESP,MF,Espanyol,27,1987,29,24,2212,24.6,0,0,0,0,0,12,1,0.00,0.00,0.00,0.00,0.00
83,João Cancelo,pt  POR,"DF,MF",Valencia,20,1994,10,5,525,5.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
84,Daniel Candeias,pt  POR,"FW,MF",Granada,26,1988,11,5,530,5.9,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17
85,Roberto Canella,es  ESP,DF,La Coruña,26,1988,9,5,446,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
86,Ander Capa,es  ESP,"DF,MF",Eibar,22,1992,34,27,2401,26.7,3,1,3,0,0,6,0,0.11,0.04,0.15,0.11,0.15
87,Eneko Capilla,es  ESP,MF,Real Sociedad,19,1995,2,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
88,José Carlos,es  ESP,"FW,MF",Córdoba,27,1987,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
89,Daniel Carriço,pt  POR,"DF,MF",Sevilla,25,1988,28,28,2517,28.0,1,0,1,0,0,9,1,0.04,0.00,0.04,0.04,0.04
90,Federico Cartabia,ar  ARG,MF,Córdoba,21,1993,30,24,2159,24.0,4,4,4,0,1,11,2,0.17,0.17,0.33,0.17,0.33
91,Dani Carvajal,es  ESP,DF,Real Madrid,22,1992,30,25,2271,25.2,0,3,0,0,0,12,0,0.00,0.12,0.12,0.00,0.12
92,Víctor Casadesús,es  ESP,FW,Levante,29,1985,35,26,2436,27.1,8,2,8,0,0,6,0,0.30,0.07,0.37,0.30,0.37
93,Kiko Casilla,es  ESP,GK,Espanyol,27,1986,37,37,3280,36.4,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
94,Iker Casillas,es  ESP,GK,Real Madrid,33,1981,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
95,Samu Castillejo,es  ESP,"FW,MF",Málaga,19,1995,34,28,2339,26.0,1,5,1,0,0,5,0,0.04,0.19,0.23,0.04,0.23
96,Chory Castro,uy  URU,"FW,MF",Real Sociedad,29,1984,32,22,1810,20.1,4,4,4,0,0,2,0,0.20,0.20,0.40,0.20,0.40
97,Diego Castro,es  ESP,"FW,MF",Getafe,32,1982,32,25,2253,25.0,3,0,3,0,1,6,0,0.12,0.00,0.12,0.12,0.12
98,Jonny Castro,es  ESP,"DF,MF",Celta Vigo,20,1994,36,32,2970,33.0,0,1,0,0,0,9,0,0.00,0.03,0.03,0.00,0.03
99,Zé Castro,pt  POR,DF,Rayo Vallecano,31,1983,28,28,2409,26.8,0,3,0,0,0,6,0,0.00,0.11,0.11,0.00,0.11
100,Ivan Cavaleiro,pt  POR,"FW,MF",La Coruña,20,1993,34,27,2384,26.5,3,3,3,0,1,6,0,0.11,0.11,0.23,0.11,0.23
101,Alessio Cerci,it  ITA,"FW,MF",Atlético Madrid,27,1987,6,0,125,1.4,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
102,Charles,br  BRA,FW,Celta Vigo,30,1984,28,12,1117,12.4,3,3,3,0,0,6,0,0.24,0.24,0.48,0.24,0.48
103,Chechu,es  ESP,DF,Villarreal,32,1982,15,13,1149,12.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
104,Denis Cheryshev,ru  RUS,"FW,MF",Villarreal,23,1990,26,18,1687,18.7,4,9,4,0,0,7,0,0.21,0.48,0.69,0.21,0.69
105,Domingo Cisma,es  ESP,DF,Elche,32,1982,25,24,2158,24.0,0,1,0,0,0,10,1,0.00,0.04,0.04,0.00,0.04
106,Pablo Clavería,es  ESP,MF,Rayo Vallecano,18,1996,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
107,David Cobeño,es  ESP,GK,Rayo Vallecano,32,1982,3,2,246,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
108,Jordi Codina,es  ESP,GK,Getafe,32,1982,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
109,Fábio Coentrão,pt  POR,DF,Real Madrid,26,1988,9,5,418,4.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
110,Coke,es  ESP,DF,Sevilla,27,1987,22,21,1811,20.1,2,3,2,0,0,6,0,0.10,0.15,0.25,0.10,0.25
111,Diego Colotto,ar  ARG,DF,Espanyol,33,1981,23,22,1974,21.9,1,0,1,0,0,2,1,0.05,0.00,0.05,0.05,0.05
112,Adrián Colunga,es  ESP,"FW,MF",Granada,29,1984,4,3,219,2.4,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
113,Jhon Córdoba,co  COL,FW,Granada,21,1993,26,16,1409,15.7,4,0,4,0,0,7,0,0.26,0.00,0.26,0.26,0.26
114,Ferran Corominas,es  ESP,"FW,MF",Elche,31,1983,34,14,1214,13.5,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07
115,Corona,es  ESP,MF,Almería,33,1981,31,23,2025,22.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
116,Hélder Costa,pt  POR,"FW,MF",La Coruña,20,1994,6,0,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
117,Jaume Costa,es  ESP,DF,Villarreal,26,1988,29,28,2427,27.0,1,0,1,0,0,8,1,0.04,0.00,0.04,0.04,0.04
118,David Costas,es  ESP,DF,Celta Vigo,19,1995,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
119,Isaac Cuenca,es  ESP,"FW,MF",La Coruña,23,1991,27,14,1456,16.2,2,2,1,1,1,1,0,0.12,0.12,0.25,0.06,0.19
120,Julián Cuesta,es  ESP,GK,Almería,23,1991,15,15,1350,15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
121,Teerasil Dangda,th  THA,FW,Almería,26,1988,6,0,144,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
122,Sergi Darder,es  ESP,MF,Málaga,20,1993,34,33,2743,30.5,4,0,4,0,0,10,1,0.13,0.00,0.13,0.13,0.13
123,Rodrigo De Paul,ar  ARG,"FW,MF",Valencia,20,1994,25,6,743,8.3,1,4,1,0,0,3,1,0.12,0.48,0.61,0.12,0.61
124,Deivid,es  ESP,"DF,MF",Córdoba,25,1989,21,21,1797,20.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
125,Manu del Moral,es  ESP,FW,Eibar,30,1984,28,21,1678,18.6,3,1,3,0,0,2,0,0.16,0.05,0.21,0.16,0.21
126,Gerard Deulofeu,es  ESP,"FW,MF",Sevilla,20,1994,17,10,782,8.7,1,4,1,0,0,0,0,0.12,0.46,0.58,0.12,0.58
127,Modibo Diakité,fr  FRA,DF,La Coruña,27,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
128,Baba Diawara,sn  SEN,FW,Getafe,26,1988,21,5,585,6.5,1,1,1,0,0,2,0,0.15,0.15,0.31,0.15,0.31
129,Stole Dimitrievski,mk  MKD,GK,Granada,20,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
130,Papakouli Diop,sn  SEN,MF,Levante,28,1986,19,18,1538,17.1,0,1,0,0,0,7,0,0.00,0.06,0.06,0.00,0.06
131,Juan Domínguez,es  ESP,MF,La Coruña,24,1990,22,13,1256,14.0,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07
132,Giovani dos Santos,mx  MEX,"FW,MF",Villarreal,25,1989,26,15,1390,15.4,1,3,1,0,0,5,0,0.06,0.19,0.26,0.06,0.26
133,Jonathan dos Santos,mx  MEX,MF,Villarreal,24,1990,28,17,1640,18.2,2,1,2,0,0,5,0,0.11,0.05,0.16,0.11,0.16
134,Mauro dos Santos,ar  ARG,DF,Almería,25,1989,29,27,2296,25.5,1,0,1,0,0,7,2,0.04,0.00,0.04,0.04,0.04
135,Douglas,br  BRA,DF,Barcelona,23,1990,2,1,100,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
136,Rubén Duarte,es  ESP,DF,Espanyol,18,1995,11,11,990,11.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
137,Sebastián Dubarbier,ar  ARG,"DF,FW",Almería,28,1986,32,32,2761,30.7,0,1,0,0,0,14,2,0.00,0.03,0.03,0.00,0.03
138,Duda,pt  POR,"DF,FW",Málaga,34,1980,25,9,882,9.8,1,1,1,0,1,4,1,0.10,0.10,0.20,0.10,0.20
139,Patrick Ekeng,cm  CMR,MF,Córdoba,24,1990,14,8,756,8.4,1,1,1,0,0,3,1,0.12,0.12,0.24,0.12,0.24
140,Borja Ekiza,es  ESP,DF,Eibar,26,1988,11,11,926,10.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
141,Aritz Elustondo,es  ESP,DF,Real Sociedad,20,1994,4,4,316,3.5,1,0,1,0,0,2,0,0.28,0.00,0.28,0.28,0.28
142,Gorka Elustondo,es  ESP,"DF,MF",Real Sociedad,27,1987,19,12,1162,12.9,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08
143,Adri Embarba,es  ESP,"FW,MF",Rayo Vallecano,22,1992,14,9,836,9.3,3,3,3,0,0,1,0,0.32,0.32,0.65,0.32,0.65
144,Jon Errasti,es  ESP,MF,Eibar,26,1988,25,19,1725,19.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
145,Sergio Escudero,es  ESP,"DF,MF",Getafe,24,1989,30,26,2207,24.5,2,1,2,0,0,8,1,0.08,0.04,0.12,0.08,0.12
146,Beñat Etxebarria,es  ESP,MF,Athletic Club,27,1987,28,20,1711,19.0,2,2,2,0,0,4,0,0.11,0.11,0.21,0.11,0.21
147,Xabier Etxeita,es  ESP,DF,Athletic Club,26,1987,24,22,1971,21.9,2,0,2,0,0,5,1,0.09,0.00,0.09,0.09,0.09
148,Fabricio,es  ESP,GK,La Coruña,26,1987,31,31,2790,31.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
149,Fayçal Fajr,ma  MAR,MF,Elche,25,1988,34,29,2564,28.5,1,4,1,0,1,2,1,0.04,0.14,0.18,0.04,0.18
150,Luis Fariña,ar  ARG,"FW,MF",La Coruña,23,1991,21,15,1186,13.2,1,0,1,0,0,1,1,0.08,0.00,0.08,0.08,0.08
151,Mohammed Fatau,gh  GHA,MF,Rayo Vallecano,21,1992,10,9,699,7.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
152,Sofiane Feghouli,dz  ALG,"FW,MF",Valencia,24,1989,33,20,1928,21.4,6,6,6,0,0,5,0,0.28,0.28,0.56,0.28,0.56
153,Alex Felip,es  ESP,MF,Getafe,22,1992,10,0,95,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
154,Álex Fernández,es  ESP,"DF,MF",Espanyol,21,1992,5,2,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
155,Augusto Fernández,ar  ARG,MF,Celta Vigo,28,1986,30,24,2114,23.5,1,0,1,0,0,10,0,0.04,0.00,0.04,0.04,0.04
156,Carlos Fernández,es  ESP,FW,Sevilla,18,1996,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
157,Fidel,es  ESP,MF,Córdoba,24,1989,25,17,1425,15.8,1,1,1,0,0,1,0,0.06,0.06,0.13,0.06,0.13
158,Diogo Figueiras,pt  POR,"DF,MF",Sevilla,23,1991,24,19,1832,20.4,1,2,1,0,0,7,0,0.05,0.10,0.15,0.05,0.15
159,Alfreð Finnbogason,is  ISL,FW,Real Sociedad,25,1989,25,6,817,9.1,2,1,2,0,0,3,0,0.22,0.11,0.33,0.22,0.33
160,Andreu Fontàs,es  ESP,DF,Celta Vigo,24,1989,34,33,2985,33.2,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00
161,Dimitri Foulquier,fr  FRA,"DF,MF",Granada,21,1993,25,18,1697,18.9,0,2,0,0,0,6,0,0.00,0.11,0.11,0.00,0.11
162,Edimar Fraga,br  BRA,"DF,MF",Córdoba,28,1986,17,17,1497,16.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
163,Franco Fragapane,ar  ARG,"FW,MF",Elche,21,1993,1,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
164,Javi Fuego,es  ESP,MF,Valencia,30,1984,35,34,2998,33.3,3,1,3,0,0,9,1,0.09,0.03,0.12,0.09,0.12
165,Gabi,es  ESP,MF,Atlético Madrid,31,1983,34,32,2589,28.8,0,5,0,0,0,14,1,0.00,0.17,0.17,0.00,0.17
166,Rafa Gálvez,es  ESP,"DF,MF",Elche,21,1993,4,1,122,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
167,Kévin Gameiro,fr  FRA,FW,Sevilla,27,1987,26,7,960,10.7,8,2,6,2,2,0,0,0.75,0.19,0.94,0.56,0.75
168,Jesús Gámez,es  ESP,DF,Atlético Madrid,29,1985,14,12,1083,12.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
169,Borja García,es  ESP,"FW,MF",Córdoba,23,1990,28,22,1970,21.9,1,3,1,0,0,2,1,0.05,0.14,0.18,0.05,0.18
170,Dani García,es  ESP,MF,Eibar,24,1990,34,34,2951,32.8,1,2,1,0,0,11,1,0.03,0.06,0.09,0.03,0.09
171,Raúl García,es  ESP,"FW,MF",Atlético Madrid,28,1986,31,17,1707,19.0,5,2,3,2,2,8,0,0.26,0.11,0.37,0.16,0.26
172,Rubén García,es  ESP,"FW,MF",Levante,21,1993,27,13,1369,15.2,1,3,1,0,1,2,0,0.07,0.20,0.26,0.07,0.26
173,Samu García,es  ESP,"FW,MF",Málaga,24,1990,32,27,2232,24.8,5,1,5,0,0,8,1,0.20,0.04,0.24,0.20,0.24
174,Sergio García,es  ESP,"FW,MF",Espanyol,31,1983,35,34,3015,33.5,14,8,12,2,2,9,0,0.42,0.24,0.66,0.36,0.60
175,Mario Gaspar,es  ESP,DF,Villarreal,23,1990,34,31,2841,31.6,3,2,3,0,0,5,0,0.10,0.06,0.16,0.10,0.16
