,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes
356,Fabián Orellana,cl  CHI,"FW,MF",Celta Vigo,28,1986,35,34,2953,32.8,5,6,5,0,1,13,1,0.15,0.18,0.34,0.15,0.34
357,Alfredo Ortuño,es  ESP,"DF,FW",Granada,23,1991,5,2,247,2.7,0,1,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36
358,Nicolás Otamendi,ar  ARG,DF,Valencia,26,1988,35,35,3098,34.4,6,0,6,0,0,9,1,0.17,0.00,0.17,0.17,0.17
359,Manuel Pablo,es  ESP,DF,La Coruña,38,1976,5,5,340,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
360,Gaspar Panadero,es  ESP,MF,Almería,16,1997,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
361,Aleksandar Pantić,rs  SRB,DF,Córdoba,22,1992,29,27,2415,26.8,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00
362,Rubén Pardo,es  ESP,MF,Real Sociedad,21,1992,28,21,1921,21.3,1,6,1,0,0,5,0,0.05,0.28,0.33,0.05,0.33
363,Nicolás Pareja,ar  ARG,DF,Sevilla,30,1984,26,26,2275,25.3,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08
364,Daniel Parejo,es  ESP,MF,Valencia,25,1989,34,33,2917,32.4,12,5,9,3,5,14,1,0.37,0.15,0.52,0.28,0.43
365,Thomas Partey,gh  GHA,MF,Almería,21,1993,31,28,2361,26.2,4,0,4,0,0,13,0,0.15,0.00,0.15,0.15,0.15
366,Mario Pašalić,hr  CRO,MF,Elche,19,1995,31,26,2188,24.3,3,0,3,0,0,5,0,0.12,0.00,0.12,0.12,0.12
367,Gabriel Paulista,br  BRA,DF,Villarreal,23,1990,19,18,1586,17.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
368,Alfonso Pedraza,es  ESP,"DF,FW",Villarreal,18,1996,2,0,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
369,Pedro,es  ESP,"FW,MF",Barcelona,27,1987,35,15,1555,17.3,6,6,6,0,0,3,0,0.35,0.35,0.69,0.35,0.69
370,Sergio Pelegrín,es  ESP,DF,Elche,35,1979,10,8,729,8.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
371,Pepe,pt  POR,"DF,MF",Real Madrid,31,1983,27,25,2224,24.7,2,2,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16
372,Jonathan Pereira,es  ESP,FW,Rayo Vallecano,27,1987,3,1,116,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
373,Enzo Pérez,ar  ARG,MF,Valencia,28,1986,14,12,1033,11.5,0,1,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09
374,Lucas Pérez,es  ESP,"FW,MF",La Coruña,25,1988,21,20,1543,17.1,6,3,5,1,2,6,0,0.35,0.17,0.52,0.29,0.47
375,Rubén Pérez,es  ESP,MF,Granada,25,1989,14,13,1108,12.3,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
376,Víctor Pérez,es  ESP,MF,Levante,26,1988,5,2,288,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
377,Pablo Piatti,ar  ARG,"FW,MF",Valencia,25,1989,28,26,1879,20.9,7,6,7,0,0,2,0,0.34,0.29,0.62,0.34,0.62
378,Tomás Pina Isla,es  ESP,MF,Villarreal,26,1987,22,17,1453,16.1,0,3,0,0,0,4,1,0.00,0.19,0.19,0.00,0.19
379,Daniel Pinillos,es  ESP,DF,Córdoba,21,1992,12,9,865,9.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
380,Federico Piovaccari,it  ITA,FW,Eibar,29,1984,28,17,1592,17.7,6,0,6,0,0,6,2,0.34,0.00,0.34,0.34,0.34
381,Gerard Piqué,es  ESP,DF,Barcelona,27,1987,27,26,2385,26.5,5,1,5,0,0,6,0,0.19,0.04,0.23,0.19,0.23
382,Piti,es  ESP,"FW,MF",Granada,33,1981,33,28,2303,25.6,1,3,1,0,0,9,0,0.04,0.12,0.16,0.04,0.16
383,Carles Planas,es  ESP,DF,Celta Vigo,23,1991,11,10,817,9.1,0,1,0,0,0,3,1,0.00,0.11,0.11,0.00,0.11
384,Hélder Postiga,pt  POR,FW,La Coruña,31,1982,14,8,721,8.0,1,1,1,0,0,4,1,0.12,0.12,0.25,0.12,0.25
385,Alejandro Pozuelo,es  ESP,"FW,MF",Rayo Vallecano,22,1991,11,3,434,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
386,Xabi Prieto,es  ESP,MF,Real Sociedad,30,1983,35,33,2982,33.1,4,6,2,2,2,5,0,0.12,0.18,0.30,0.06,0.24
387,Quini,es  ESP,"DF,MF",Rayo Vallecano,24,1989,17,10,1156,12.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
388,Quique,es  ESP,FW,Almería,24,1990,3,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
389,Nemanja Radoja,rs  SRB,"DF,MF",Celta Vigo,21,1993,28,23,2005,22.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
390,Rafa,es  ESP,"DF,MF",Getafe,29,1985,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
391,Juan Rafael Fuentes,es  ESP,DF,Espanyol,24,1990,22,21,1875,20.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
392,Rafinha,br  BRA,MF,Barcelona,21,1993,24,13,1157,12.9,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08
393,Ivan Rakitić,hr  CRO,MF,Barcelona,26,1988,32,23,2030,22.6,5,8,5,0,0,1,0,0.22,0.35,0.58,0.22,0.58
394,Sandro Ramírez,es  ESP,FW,Barcelona,19,1995,7,0,158,1.8,2,0,2,0,0,0,0,1.14,0.00,1.14,1.14,1.14
395,Iván Ramis,es  ESP,DF,Levante,29,1984,13,13,1112,12.4,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
396,Héldon Ramos,cv  CPV,"FW,MF",Córdoba,25,1988,14,6,532,5.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
397,Sergio Ramos,es  ESP,DF,Real Madrid,28,1986,27,27,2229,24.8,4,1,4,0,0,12,0,0.16,0.04,0.20,0.16,0.20
398,Recio,es  ESP,MF,Málaga,23,1991,30,15,1493,16.6,1,2,1,0,0,10,0,0.06,0.12,0.18,0.06,0.18
399,Ezequiel Rescaldani,ar  ARG,FW,Málaga,22,1992,1,0,40,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
400,Fran Rico,es  ESP,MF,Granada,26,1987,31,28,2548,28.3,3,1,1,2,2,13,0,0.11,0.04,0.14,0.04,0.07
401,Mikel Rico,es  ESP,MF,Athletic Club,29,1984,36,32,2792,31.0,3,2,3,0,0,3,0,0.10,0.06,0.16,0.10,0.16
402,Sergio Rico,es  ESP,GK,Sevilla,20,1993,21,19,1812,20.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
403,Oriol Riera,es  ESP,FW,La Coruña,28,1986,21,18,1507,16.7,4,1,4,0,0,3,0,0.24,0.06,0.30,0.24,0.30
404,Riki,es  ESP,FW,Granada,33,1980,9,0,216,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
405,Roberto,es  ESP,GK,Granada,35,1979,23,23,2070,23.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
406,Sergi Roberto,es  ESP,"DF,MF",Barcelona,22,1992,12,4,517,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
407,Rubén Rochina,es  ESP,"FW,MF",Granada,23,1991,19,12,1133,12.6,2,1,2,0,0,4,0,0.16,0.08,0.24,0.16,0.24
408,Enzo Roco,cl  CHI,DF,Elche,21,1992,32,32,2880,32.0,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03
409,Héctor Rodas,es  ESP,DF,Levante,26,1988,7,6,568,6.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
410,Rodrigo,es  ESP,"FW,MF",Valencia,23,1991,31,24,2072,23.0,3,5,2,1,1,6,2,0.13,0.22,0.35,0.09,0.30
411,Garry Rodrigues,cv  CPV,"FW,MF",Elche,23,1990,31,16,1559,17.3,2,1,2,0,0,7,1,0.12,0.06,0.17,0.12,0.17
412,Ángel Rodríguez,es  ESP,FW,Eibar,27,1987,15,6,534,5.9,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17
413,Cristian Rodríguez,uy  URU,MF,Atlético Madrid,28,1985,6,0,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
414,James Rodríguez,co  COL,"FW,MF",Real Madrid,23,1991,29,29,2265,25.2,13,13,13,0,0,5,0,0.52,0.52,1.03,0.52,1.03
415,José Rodríguez,es  ESP,MF,La Coruña,19,1994,25,17,1493,16.6,2,1,2,0,0,6,0,0.12,0.06,0.18,0.12,0.18
416,Juan Rodríguez,es  ESP,MF,Getafe,32,1982,33,32,2721,30.2,1,0,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03
417,Raúl Rodríguez,es  ESP,DF,Espanyol,26,1987,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
418,Víctor Rodríguez,es  ESP,"FW,MF",Elche,25,1989,36,33,2840,31.6,4,2,4,0,0,5,0,0.13,0.06,0.19,0.13,0.19
419,Dani Romera,es  ESP,FW,Almería,18,1995,5,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
420,Cristiano Ronaldo,pt  POR,"FW,MF",Real Madrid,29,1985,35,35,3100,34.4,48,16,38,10,12,5,1,1.39,0.46,1.86,1.10,1.57
421,Roberto Rosales,ve  VEN,"DF,MF",Málaga,25,1988,34,34,3037,33.7,0,3,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09
422,Fausto Rossi,it  ITA,MF,Córdoba,23,1990,24,16,1463,16.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
423,Rubén,es  ESP,GK,Almería,30,1984,23,23,2070,23.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
424,Víctor Ruiz,es  ESP,"DF,MF",Villarreal,25,1989,25,24,2205,24.5,0,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08
425,Antonio Rukavina,rs  SRB,DF,Villarreal,30,1984,21,15,1414,15.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
426,Gerónimo Rulli,ar  ARG,GK,Real Sociedad,22,1992,22,22,1980,22.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
427,Mikel Saizar,es  ESP,GK,Córdoba,31,1983,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
428,Diogo Salomão,pt  POR,"FW,MF",La Coruña,25,1988,6,2,292,3.2,1,0,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31
429,Sammir,hr  CRO,"FW,MF",Getafe,27,1987,23,16,1418,15.8,1,4,1,0,0,0,0,0.06,0.25,0.32,0.06,0.32
430,Mikel San José,es  ESP,"DF,MF",Athletic Club,25,1989,28,23,2146,23.8,5,1,5,0,0,10,1,0.21,0.04,0.25,0.21,0.25
431,Sergio Sánchez,es  ESP,DF,Málaga,28,1986,21,19,1708,19.0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
432,Víctor Sánchez,es  ESP,"DF,MF",Espanyol,26,1987,34,29,2563,28.5,3,3,3,0,0,18,0,0.11,0.11,0.21,0.11,0.21
433,Roque Santa Cruz,py  PAR,FW,Málaga,32,1981,12,11,912,10.1,4,1,3,1,1,0,0,0.39,0.10,0.49,0.30,0.39
434,Pablo Sarabia,es  ESP,"FW,MF",Getafe,22,1992,35,31,2590,28.8,2,5,2,0,0,10,0,0.07,0.17,0.24,0.07,0.24
435,Carlos Selfa,es  ESP,MF,Almería,22,1992,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
436,Fran Serrano,es  ESP,DF,Córdoba,19,1995,2,1,140,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
437,Salva Sevilla,es  ESP,MF,Espanyol,30,1984,26,17,1424,15.8,0,3,0,0,0,5,0,0.00,0.19,0.19,0.00,0.19
438,Sidnei,br  BRA,DF,La Coruña,24,1989,32,32,2878,32.0,0,2,0,0,0,10,0,0.00,0.06,0.06,0.00,0.06
439,Lucas Silva,br  BRA,MF,Real Madrid,21,1993,8,3,340,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
440,Wellington Silva,br  BRA,"FW,MF",Almería,21,1993,31,23,1978,22.0,0,3,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14
441,Eddy Silvestre,az  AZE,MF,Granada,21,1992,5,1,235,2.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
442,Guilherme Siqueira,br  BRA,"DF,MF",Atlético Madrid,28,1986,25,24,2077,23.1,1,1,1,0,1,7,2,0.04,0.04,0.09,0.04,0.09
443,Abdoul Sissoko,fr  FRA,MF,Granada,24,1990,11,10,756,8.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
444,Mohamed Sissoko,ml  MLI,MF,Levante,29,1985,21,12,1091,12.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
445,Fran Sol,es  ESP,FW,Villarreal,22,1992,2,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
446,Enrique Sola,es  ESP,FW,Athletic Club,28,1986,5,1,115,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
447,Bruno Soriano,es  ESP,MF,Villarreal,30,1984,24,23,2083,23.1,2,1,1,1,1,3,0,0.09,0.04,0.13,0.04,0.09
448,Fernando Soriano,es  ESP,MF,Almería,34,1979,28,13,1441,16.0,3,1,3,0,0,9,0,0.19,0.06,0.25,0.19,0.25
449,Cristhian Stuani,uy  URU,"FW,MF",Espanyol,27,1986,37,15,1769,19.7,12,0,10,2,2,5,1,0.61,0.00,0.61,0.51,0.51
450,Damián Suárez,uy  URU,DF,Elche,26,1988,34,34,3040,33.8,1,1,1,0,0,12,1,0.03,0.03,0.06,0.03,0.06
451,Denis Suárez,es  ESP,MF,Sevilla,20,1994,31,16,1620,18.0,2,4,2,0,0,2,0,0.11,0.22,0.33,0.11,0.33
452,Luis Suárez,uy  URU,FW,Barcelona,27,1987,27,25,2159,24.0,16,13,16,0,0,4,0,0.67,0.54,1.21,0.67,1.21
453,Mario Suárez,es  ESP,MF,Atlético Madrid,27,1987,20,11,1139,12.7,1,0,1,0,0,9,0,0.08,0.00,0.08,0.08,0.08
454,Isaac Success,ng  NGA,"FW,MF",Granada,18,1996,19,9,934,10.4,1,1,1,0,0,1,0,0.10,0.10,0.19,0.10,0.19
455,Markel Susaeta,es  ESP,"FW,MF",Athletic Club,26,1987,31,20,1773,19.7,1,7,1,0,0,2,0,0.05,0.36,0.41,0.05,0.41
456,Fernando Tissone,ar  ARG,MF,Málaga,28,1986,7,3,329,3.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
457,Tito,es  ESP,DF,Rayo Vallecano,29,1985,33,31,2838,31.5,0,2,0,0,0,11,1,0.00,0.06,0.06,0.00,0.06
458,Toché,es  ESP,FW,La Coruña,31,1983,25,9,986,11.0,4,1,4,0,0,5,0,0.37,0.09,0.46,0.37,0.46
459,Gaizka Toquero,es  ESP,"FW,MF",Athletic Club,29,1984,4,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
460,Fernando Torres,es  ESP,FW,Atlético Madrid,30,1984,19,10,881,9.8,3,1,3,0,0,3,0,0.31,0.10,0.41,0.31,0.41
461,Miguel Torres,es  ESP,DF,Málaga,28,1986,16,13,1172,13.0,0,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08
462,Roberto Trashorras,es  ESP,MF,Rayo Vallecano,33,1981,33,33,2883,32.0,1,4,1,0,0,11,0,0.03,0.12,0.16,0.03,0.16
463,Benoît Trémoulinas,fr  FRA,DF,Sevilla,28,1985,20,18,1638,18.2,0,4,0,0,0,5,0,0.00,0.22,0.22,0.00,0.22
464,Manu Trigueros,es  ESP,MF,Villarreal,22,1991,33,28,2416,26.8,1,1,1,0,0,9,0,0.04,0.04,0.07,0.04,0.07
465,Tropi,es  ESP,MF,Valencia,19,1995,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
466,Ángel Trujillo,es  ESP,DF,Almería,26,1987,36,35,3208,35.6,0,2,0,0,0,5,1,0.00,0.06,0.06,0.00,0.06
467,Arda Turan,tr  TUR,"FW,MF",Atlético Madrid,27,1987,32,28,2317,25.7,2,5,2,0,0,7,0,0.08,0.19,0.27,0.08,0.27
468,Przemysław Tytoń,pl  POL,GK,Elche,27,1987,32,32,2856,31.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
469,Ikechukwu Uche,ng  NGA,FW,Villarreal,30,1984,23,19,1363,15.1,6,1,5,1,1,2,0,0.40,0.07,0.46,0.33,0.40
470,Kalu Uche,ng  NGA,"FW,MF",Levante,31,1982,16,9,877,9.7,5,3,5,0,0,1,0,0.51,0.31,0.82,0.51,0.82
471,Juan Valera Espín,es  ESP,"DF,MF",Getafe,29,1984,12,12,982,10.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
472,Raphaël Varane,fr  FRA,"DF,MF",Real Madrid,21,1993,27,21,2040,22.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
473,Álvaro Vázquez,es  ESP,FW,Getafe,23,1991,21,19,1738,19.3,7,0,6,1,1,2,0,0.36,0.00,0.36,0.31,0.31
474,Lucas Vázquez,es  ESP,"DF,FW",Espanyol,23,1991,33,30,2741,30.5,3,6,3,0,0,6,0,0.10,0.20,0.30,0.10,0.30
475,Carlos Vela,mx  MEX,"FW,MF",Real Sociedad,25,1989,29,23,2056,22.8,9,3,8,1,1,5,0,0.39,0.13,0.53,0.35,0.48
476,Emiliano Velázquez,uy  URU,DF,Getafe,20,1994,27,27,2345,26.1,1,1,1,0,0,5,1,0.04,0.04,0.08,0.04,0.08
477,Fran Vélez,es  ESP,"DF,MF",Almería,23,1991,17,14,1213,13.5,0,1,0,0,0,4,1,0.00,0.07,0.07,0.00,0.07
478,Thomas Vermaelen,be  BEL,DF,Barcelona,28,1985,1,1,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
479,Verza,es  ESP,MF,Almería,27,1986,33,33,2844,31.6,4,3,1,3,4,10,0,0.13,0.09,0.22,0.03,0.13
480,Rúben Vezo,pt  POR,DF,Valencia,20,1994,7,6,556,6.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
481,Fede Vico,es  ESP,MF,Córdoba,20,1994,20,8,919,10.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
482,Aleix Vidal,es  ESP,"DF,MF",Sevilla,24,1989,31,22,2179,24.2,4,6,4,0,0,8,0,0.17,0.25,0.41,0.17,0.41
483,Luciano Vietto,ar  ARG,"FW,MF",Villarreal,20,1993,32,17,1908,21.2,12,2,12,0,0,5,0,0.57,0.09,0.66,0.57,0.66
484,Carlos Vigaray,es  ESP,DF,Getafe,19,1994,13,10,966,10.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
485,Borja Viguera,es  ESP,FW,Athletic Club,27,1987,20,10,969,10.8,1,0,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09
486,Dídac Vilà,es  ESP,DF,Eibar,25,1989,15,12,1113,12.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
487,Vitolo,es  ESP,"FW,MF",Sevilla,24,1989,28,25,2075,23.1,6,4,6,0,0,6,0,0.26,0.17,0.43,0.26,0.43
488,Loukas Vyntra,gr  GRE,DF,Levante,33,1981,27,26,2367,26.3,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
489,Cezary Wilk,pl  POL,MF,La Coruña,28,1986,11,6,610,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
490,Iñaki Williams,es  ESP,"FW,MF",Athletic Club,20,1994,19,15,1313,14.6,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14
491,Xavi,es  ESP,MF,Barcelona,34,1980,31,19,1785,19.8,2,9,2,0,0,1,0,0.10,0.45,0.55,0.10,0.55
492,Xisco,es  ESP,FW,Córdoba,28,1986,9,1,241,2.7,1,0,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37
493,Jordi Xumetra,es  ESP,"FW,MF",Levante,28,1985,18,11,968,10.8,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09
494,Karim Yoda,fr  FRA,MF,Getafe,25,1988,18,12,1033,11.5,4,1,4,0,0,0,0,0.35,0.09,0.44,0.35,0.44
495,Yoel,es  ESP,GK,Valencia,25,1988,2,1,109,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
496,Héctor Yuste,es  ESP,"DF,MF",Granada,26,1988,6,4,316,3.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
497,Joseba Zaldúa,es  ESP,DF,Real Sociedad,22,1992,23,21,1921,21.3,0,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09
498,Nabil El Zhar,ma  MAR,"FW,MF",Levante,27,1986,17,5,686,7.6,1,2,1,0,0,3,0,0.13,0.26,0.39,0.13,0.39
499,Jonathan Zongo,bf  BFA,"FW,MF",Almería,25,1989,27,16,1565,17.4,2,1,2,0,0,3,0,0.12,0.06,0.17,0.12,0.17
500,Eñaut Zubikarai,es  ESP,GK,Real Sociedad,30,1984,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
501,David Zurutuza,es  ESP,MF,Real Sociedad,28,1986,16,12,982,10.9,2,0,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18
502,Martin Ødegaard,no  NOR,"FW,MF",Real Madrid,15,1998,1,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
