,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Match Report
10,2016-09-21,Wed,Bundesliga,Matchweek 4,Home,W 3–0,Bayern Munich,Hertha BSC,Y*,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
11,2016-09-24,Sat,Bundesliga,Matchweek 5,Away,W 1–0,Bayern Munich,Hamburger SV,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
12,2016-09-28,Wed,Champions Lg,Group stage,Away,L 0–1,de  Bayern Munich,es  Atlético Madrid,Y,GK,90,5,1,4,80.0,0,1,0,0,1,Match Report
13,2016-10-01,Sat,Bundesliga,Matchweek 6,Home,D 1–1,Bayern Munich,Köln,Y*,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
14,2016-10-08,Sat,WCQ — UEFA (M),First round,Home,W 3–0,de  Germany,cz  Czech Republic,Y*,GK,90,,0,,,1,0,0,0,0,Match Report
15,2016-10-11,Tue,WCQ — UEFA (M),First round,Home,W 2–0,de  Germany,nir  Northern Ireland,Y*,GK,90,,0,,,1,0,0,0,0,Match Report
16,2016-10-15,Sat,Bundesliga,Matchweek 7,Away,D 2–2,Bayern Munich,Eint Frankfurt,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report
17,2016-10-19,Wed,Champions Lg,Group stage,Home,W 4–1,de  Bayern Munich,nl  PSV Eindhoven,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
18,2016-10-22,Sat,Bundesliga,Matchweek 8,Home,W 2–0,Bayern Munich,M'Gladbach,Y*,GK,90,0,0,0,,1,0,0,0,0,Match Report
19,2016-10-26,Wed,DFB-Pokal,Second round,Home,W 3–1,Bayern Munich,Augsburg,Y,GK,90,2,1,2,50.0,0,1,0,1,0,Match Report
20,2016-10-29,Sat,Bundesliga,Matchweek 9,Away,W 3–1,Bayern Munich,Augsburg,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
21,2016-11-01,Tue,Champions Lg,Group stage,Away,W 2–1,de  Bayern Munich,nl  PSV Eindhoven,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
22,2016-11-05,Sat,Bundesliga,Matchweek 10,Home,D 1–1,Bayern Munich,Hoffenheim,Y*,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
23,2016-11-19,Sat,Bundesliga,Matchweek 11,Away,L 0–1,Bayern Munich,Dortmund,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report
24,,,,,,,,,,,,,,,,,,,,,
25,2016-11-26,Sat,Bundesliga,Matchweek 12,Home,W 2–1,Bayern Munich,Leverkusen,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report
26,2016-12-02,Fri,Bundesliga,Matchweek 13,Away,W 3–1,Bayern Munich,Mainz 05,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
27,2016-12-06,Tue,Champions Lg,Group stage,Home,W 1–0,de  Bayern Munich,es  Atlético Madrid,Y*,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
28,2016-12-10,Sat,Bundesliga,Matchweek 14,Home,W 5–0,Bayern Munich,Wolfsburg,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
29,2016-12-18,Sun,Bundesliga,Matchweek 15,Away,W 1–0,Bayern Munich,Darmstadt 98,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
30,2016-12-21,Wed,Bundesliga,Matchweek 16,Home,W 3–0,Bayern Munich,RB Leipzig,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
31,2017-01-20,Fri,Bundesliga,Matchweek 17,Away,W 2–1,Bayern Munich,Freiburg,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
32,2017-01-28,Sat,Bundesliga,Matchweek 18,Away,W 2–1,Bayern Munich,Werder Bremen,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report
33,2017-02-04,Sat,Bundesliga,Matchweek 19,Home,D 1–1,Bayern Munich,Schalke 04,Y*,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
34,2017-02-07,Tue,DFB-Pokal,Round of 16,Home,W 1–0,Bayern Munich,Wolfsburg,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
35,2017-02-11,Sat,Bundesliga,Matchweek 20,Away,W 2–0,Bayern Munich,Ingolstadt 04,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
36,2017-02-15,Wed,Champions Lg,Round of 16,Home,W 5–1,de  Bayern Munich,eng  Arsenal,Y,GK,90,3,1,3,66.7,0,1,0,1,0,Match Report
37,2017-02-18,Sat,Bundesliga,Matchweek 21,Away,D 1–1,Bayern Munich,Hertha BSC,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
38,2017-02-25,Sat,Bundesliga,Matchweek 22,Home,W 8–0,Bayern Munich,Hamburger SV,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
39,2017-03-01,Wed,DFB-Pokal,Quarter-finals,Home,W 3–0,Bayern Munich,Schalke 04,Y*,GK,90,0,0,0,,1,0,0,0,0,Match Report
40,2017-03-04,Sat,Bundesliga,Matchweek 23,Away,W 3–0,Bayern Munich,Köln,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
41,2017-03-07,Tue,Champions Lg,Round of 16,Away,W 5–1,de  Bayern Munich,eng  Arsenal,Y*,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
42,2017-03-11,Sat,Bundesliga,Matchweek 24,Home,W 3–0,Bayern Munich,Eint Frankfurt,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report
43,2017-03-19,Sun,Bundesliga,Matchweek 25,Away,W 1–0,Bayern Munich,M'Gladbach,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
44,,,,,,,,,,,,,,,,,,,,,
45,2017-04-12,Wed,Champions Lg,Quarter-finals,Home,L 1–2,de  Bayern Munich,es  Real Madrid,Y,GK,90,12,2,10,83.3,0,0,0,0,0,Match Report
46,2017-04-15,Sat,Bundesliga,Matchweek 29,Away,D 0–0,Bayern Munich,Leverkusen,Y*,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
47,2017-04-18,Tue,Champions Lg,Quarter-finals,Away,L 2–4,de  Bayern Munich,es  Real Madrid,Y,GK,120,2,4,2,-100.0,0,0,0,0,0,Match Report
48,,,,,,33-7-5,,,45/45,,4110,115,28,95,77.4,23,5,2,2,1,
