,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
185,Jordan Henderson,eng  ENG,MF,Liverpool,29,1990,24.9,2,0,0,35,15,0,48,12,36,0,0,0,322,25,10,71.4
186,Jeff Hendrick,ie  IRL,MF,Burnley,27,1992,21.5,8,0,0,23,18,4,10,14,10,0,0,0,175,21,24,46.7
187,Wayne Hennessey,wls  WAL,GK,Crystal Palace,32,1987,3.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
188,Javier Hernández,mx  MEX,FW,West Ham,31,1988,1.2,0,0,0,1,0,1,1,1,0,0,0,0,5,0,1,0.0
189,Onel Hernández,cu  CUB,"FW,MF",Norwich City,26,1993,15.4,0,0,0,18,21,8,26,14,27,0,0,0,90,3,23,11.5
190,Son Heung-min,kr  KOR,"FW,MF",Tottenham,27,1992,27.5,0,2,0,19,33,17,29,13,21,1,0,0,183,8,34,19.0
191,George Hirst,eng  ENG,FW,Leicester City,20,1999,0.1,0,0,0,0,2,0,0,0,0,0,0,0,2,4,1,80.0
192,Rob Holding,eng  ENG,DF,Arsenal,23,1995,6.5,1,0,0,7,2,0,1,3,3,0,0,0,37,16,14,53.3
193,José Holebas,gr  GRE,DF,Watford,35,1984,11.4,5,0,0,16,4,0,32,5,12,0,1,0,89,35,18,66.0
194,Mason Holgate,eng  ENG,DF,Everton,22,1996,22.8,5,0,0,19,23,1,2,28,28,0,0,0,207,42,31,57.5
